Accuracy,Precision,Sensitivity,Specificity,F1
0.6576763485477178,0.6208445400753093,0.6880927342256213,0.7175,0.608130081300813
0.5885200553250346,0.5378154289834174,0.5526727834425011,1.0,0.5396416383950334
0.6541878172588832,0.6365940072884331,0.6372828407202886,0.8854667949951877,0.6004611670584039
0.6143154968728284,0.6246042464853081,0.6849036899512648,0.6935483870967742,0.612290372614271
0.6403631284916201,0.25488826815642457,0.6992721383132342,0.5438356164383562,0.6829230500771557
