t,l,x,y,z,Unnamed: 5
30035,0,-0.96,-0.19,0.03,
30036,0,-0.96,-0.19,0.03,
30038,0,-0.96,-0.18,0.03,
30040,0,-0.96,-0.18,0.03,
30041,0,-0.96,-0.18,0.03,
30043,0,-0.96,-0.18,0.03,
30045,0,-0.96,-0.18,0.03,
30046,0,-0.96,-0.18,0.03,
30048,0,-0.96,-0.18,0.04,
30050,0,-0.96,-0.18,0.04,
30051,0,-0.96,-0.18,0.04,
30053,0,-0.96,-0.18,0.04,
30055,0,-0.96,-0.18,0.04,
30056,0,-0.96,-0.18,0.04,
30058,0,-0.95,-0.18,0.04,
30060,0,-0.95,-0.18,0.04,
30061,0,-0.95,-0.18,0.04,
30063,0,-0.95,-0.18,0.04,
30065,0,-0.95,-0.18,0.04,
30066,0,-0.95,-0.18,0.05,
30068,0,-0.96,-0.18,0.05,
30070,0,-0.96,-0.18,0.05,
30071,0,-0.96,-0.18,0.05,
30073,0,-0.96,-0.18,0.05,
30075,0,-0.96,-0.18,0.05,
30076,0,-0.96,-0.18,0.05,
30078,0,-0.96,-0.18,0.05,
30080,0,-0.96,-0.18,0.05,
30081,0,-0.96,-0.18,0.05,
30083,0,-0.96,-0.18,0.05,
30085,0,-0.96,-0.18,0.05,
30086,0,-0.96,-0.19,0.05,
30088,0,-0.96,-0.19,0.05,
30089,0,-0.96,-0.19,0.05,
30091,0,-0.96,-0.19,0.05,
30093,0,-0.96,-0.19,0.05,
30094,0,-0.96,-0.19,0.05,
30096,0,-0.96,-0.19,0.04,
30098,0,-0.96,-0.19,0.04,
30099,0,-0.96,-0.19,0.04,
30101,0,-0.96,-0.19,0.04,
30103,0,-0.96,-0.19,0.04,
30104,0,-0.96,-0.19,0.04,
30106,0,-0.96,-0.19,0.04,
30108,0,-0.96,-0.19,0.04,
30109,0,-0.96,-0.19,0.04,
30111,0,-0.96,-0.19,0.04,
30113,0,-0.96,-0.19,0.04,
30114,0,-0.96,-0.19,0.04,
30116,0,-0.95,-0.19,0.04,
30118,0,-0.95,-0.19,0.04,
30119,0,-0.95,-0.19,0.04,
30121,0,-0.95,-0.19,0.04,
30123,0,-0.95,-0.19,0.04,
30124,0,-0.95,-0.19,0.04,
30126,0,-0.96,-0.18,0.04,
30128,0,-0.96,-0.18,0.04,
30130,0,-0.96,-0.18,0.04,
30131,0,-0.96,-0.18,0.04,
30133,0,-0.96,-0.18,0.04,
30134,0,-0.96,-0.18,0.04,
30136,0,-0.95,-0.17,0.04,
30138,0,-0.95,-0.17,0.04,
30139,0,-0.95,-0.17,0.04,
30141,0,-0.95,-0.17,0.04,
30143,0,-0.95,-0.17,0.04,
30144,0,-0.95,-0.17,0.04,
30146,0,-0.96,-0.18,0.04,
30148,0,-0.96,-0.18,0.04,
30149,0,-0.96,-0.18,0.04,
30151,0,-0.96,-0.18,0.04,
30153,0,-0.96,-0.18,0.04,
30154,0,-0.96,-0.19,0.04,
30156,0,-0.96,-0.19,0.04,
30158,0,-0.96,-0.19,0.04,
30159,0,-0.96,-0.19,0.04,
30161,0,-0.96,-0.19,0.04,
30163,0,-0.96,-0.19,0.04,
30164,0,-0.96,-0.19,0.04,
30166,0,-0.96,-0.19,0.04,
30168,0,-0.96,-0.19,0.04,
30169,0,-0.96,-0.19,0.04,
30171,0,-0.96,-0.19,0.04,
30173,0,-0.96,-0.19,0.04,
30174,0,-0.96,-0.19,0.04,
30176,0,-0.96,-0.19,0.04,
30178,0,-0.96,-0.19,0.04,
30179,0,-0.96,-0.19,0.04,
30181,0,-0.96,-0.19,0.04,
30183,0,-0.96,-0.19,0.04,
30184,0,-0.96,-0.19,0.04,
30186,0,-0.96,-0.19,0.04,
30188,0,-0.96,-0.19,0.04,
30189,0,-0.96,-0.19,0.04,
30191,0,-0.96,-0.19,0.04,
30193,0,-0.96,-0.19,0.04,
30194,0,-0.96,-0.19,0.05,
30196,0,-0.96,-0.19,0.05,
30198,0,-0.96,-0.19,0.05,
30199,0,-0.96,-0.19,0.05,
30201,0,-0.96,-0.19,0.05,
30203,0,-0.96,-0.19,0.05,
30204,0,-0.96,-0.18,0.06,
30206,0,-0.96,-0.18,0.06,
30208,0,-0.96,-0.18,0.06,
30209,0,-0.96,-0.18,0.06,
30211,0,-0.96,-0.18,0.06,
30213,0,-0.96,-0.18,0.06,
30214,0,-0.95,-0.17,0.05,
30216,0,-0.95,-0.17,0.05,
30217,0,-0.95,-0.17,0.05,
30219,0,-0.95,-0.17,0.05,
30221,0,-0.95,-0.17,0.05,
30222,0,-0.95,-0.17,0.05,
30224,0,-0.95,-0.18,0.06,
30226,0,-0.95,-0.18,0.06,
30227,0,-0.95,-0.18,0.06,
30229,0,-0.95,-0.18,0.06,
30231,0,-0.95,-0.18,0.06,
30232,0,-0.95,-0.18,0.05,
30234,0,-0.96,-0.18,0.05,
30236,0,-0.96,-0.18,0.05,
30237,0,-0.96,-0.18,0.05,
30239,0,-0.96,-0.18,0.05,
30241,0,-0.96,-0.18,0.05,
30242,0,-0.96,-0.19,0.03,
30244,0,-0.96,-0.19,0.03,
30246,0,-0.96,-0.19,0.03,
30247,0,-0.96,-0.19,0.03,
30249,0,-0.96,-0.19,0.03,
30251,0,-0.96,-0.19,0.03,
30252,0,-0.96,-0.19,0.03,
30254,0,-0.96,-0.19,0.03,
30256,0,-0.96,-0.19,0.03,
30257,0,-0.96,-0.19,0.03,
30259,0,-0.96,-0.19,0.03,
30261,0,-0.96,-0.19,0.03,
30262,0,-0.96,-0.2,0.03,
30264,0,-0.96,-0.2,0.03,
30266,0,-0.96,-0.2,0.03,
30267,0,-0.96,-0.2,0.03,
30269,0,-0.96,-0.2,0.03,
30270,0,-0.96,-0.2,0.03,
30272,0,-0.96,-0.19,0.03,
30274,0,-0.96,-0.19,0.03,
30275,0,-0.96,-0.19,0.03,
30277,0,-0.96,-0.19,0.03,
30279,0,-0.96,-0.19,0.03,
30280,0,-0.96,-0.19,0.03,
30282,0,-0.95,-0.19,0.04,
30284,0,-0.95,-0.19,0.04,
30285,0,-0.95,-0.19,0.04,
30287,0,-0.95,-0.19,0.04,
30289,0,-0.95,-0.19,0.04,
30290,0,-0.95,-0.19,0.04,
30292,0,-0.95,-0.18,0.05,
30294,0,-0.95,-0.18,0.05,
30295,0,-0.95,-0.18,0.05,
30297,0,-0.95,-0.18,0.05,
30299,0,-0.95,-0.18,0.05,
30300,0,-0.95,-0.18,0.05,
30302,0,-0.96,-0.18,0.06,
30304,0,-0.96,-0.18,0.06,
30305,0,-0.96,-0.18,0.06,
30307,0,-0.96,-0.18,0.06,
30309,0,-0.96,-0.18,0.06,
30310,0,-0.96,-0.18,0.06,
30312,0,-0.95,-0.17,0.06,
30313,0,-0.95,-0.17,0.06,
30315,0,-0.95,-0.17,0.06,
30317,0,-0.95,-0.17,0.06,
30318,0,-0.95,-0.17,0.06,
30320,0,-0.95,-0.17,0.06,
30322,0,-0.96,-0.17,0.06,
30323,0,-0.96,-0.17,0.06,
30325,0,-0.96,-0.17,0.06,
30327,0,-0.96,-0.17,0.06,
30328,0,-0.96,-0.17,0.06,
30330,0,-0.96,-0.17,0.05,
30332,0,-0.96,-0.18,0.05,
30333,0,-0.96,-0.18,0.05,
30335,0,-0.96,-0.18,0.05,
30337,0,-0.96,-0.18,0.05,
30338,0,-0.96,-0.18,0.05,
30340,0,-0.96,-0.19,0.04,
30342,0,-0.96,-0.19,0.04,
30344,0,-0.96,-0.19,0.04,
30345,0,-0.96,-0.19,0.04,
30347,0,-0.96,-0.19,0.04,
30348,0,-0.96,-0.19,0.04,
30350,0,-0.96,-0.2,0.04,
30352,0,-0.96,-0.2,0.04,
30354,0,-0.96,-0.2,0.04,
30355,0,-0.96,-0.2,0.04,
30357,0,-0.96,-0.2,0.04,
30358,0,-0.96,-0.2,0.04,
30360,0,-0.96,-0.19,0.03,
30362,0,-0.96,-0.19,0.03,
30363,0,-0.96,-0.19,0.03,
30365,0,-0.96,-0.19,0.03,
30367,0,-0.96,-0.19,0.03,
30368,0,-0.96,-0.19,0.03,
30370,0,-0.96,-0.19,0.03,
30372,0,-0.96,-0.19,0.03,
30373,0,-0.96,-0.19,0.03,
30375,0,-0.96,-0.19,0.03,
30377,0,-0.96,-0.19,0.03,
30378,0,-0.96,-0.19,0.03,
30380,0,-0.96,-0.18,0.04,
30382,0,-0.96,-0.18,0.04,
30383,0,-0.96,-0.18,0.04,
30385,0,-0.96,-0.18,0.04,
30387,0,-0.96,-0.18,0.04,
30388,0,-0.96,-0.18,0.04,
30390,0,-0.96,-0.18,0.04,
30392,0,-0.96,-0.18,0.04,
30393,0,-0.96,-0.18,0.04,
30395,0,-0.96,-0.18,0.04,
30397,0,-0.96,-0.18,0.04,
30398,0,-0.96,-0.18,0.04,
30400,0,-0.96,-0.18,0.05,
30402,0,-0.96,-0.18,0.05,
30403,0,-0.96,-0.18,0.05,
30405,0,-0.96,-0.18,0.05,
30406,0,-0.96,-0.18,0.05,
30408,0,-0.96,-0.18,0.05,
30410,0,-0.95,-0.17,0.05,
30411,0,-0.95,-0.17,0.05,
30413,0,-0.95,-0.17,0.05,
30415,0,-0.95,-0.17,0.05,
30416,0,-0.95,-0.17,0.05,
30418,0,-0.95,-0.17,0.05,
30420,0,-0.96,-0.17,0.05,
30422,0,-0.96,-0.17,0.05,
30423,0,-0.96,-0.17,0.05,
30425,0,-0.96,-0.17,0.05,
30427,0,-0.96,-0.17,0.05,
30428,0,-0.96,-0.19,0.06,
30430,0,-0.96,-0.19,0.06,
30432,0,-0.96,-0.19,0.06,
30433,0,-0.96,-0.19,0.06,
30435,0,-0.96,-0.19,0.06,
30436,0,-0.96,-0.19,0.06,
30438,0,-0.96,-0.19,0.05,
30440,0,-0.96,-0.19,0.05,
30441,0,-0.96,-0.19,0.05,
30443,0,-0.96,-0.19,0.05,
30445,0,-0.96,-0.19,0.05,
30446,0,-0.96,-0.19,0.05,
30448,0,-0.96,-0.19,0.03,
30450,0,-0.96,-0.19,0.03,
30451,0,-0.96,-0.19,0.03,
30453,0,-0.96,-0.19,0.03,
30455,0,-0.96,-0.19,0.03,
30456,0,-0.96,-0.19,0.03,
30458,0,-0.96,-0.2,0.03,
30460,0,-0.96,-0.2,0.03,
30461,0,-0.96,-0.2,0.03,
30463,0,-0.96,-0.2,0.03,
30465,0,-0.96,-0.2,0.03,
30466,0,-0.96,-0.2,0.03,
30468,0,-0.96,-0.19,0.03,
30470,0,-0.96,-0.19,0.03,
30471,0,-0.96,-0.19,0.03,
30473,0,-0.96,-0.19,0.03,
30475,0,-0.96,-0.19,0.03,
30476,0,-0.96,-0.19,0.03,
30478,0,-0.97,-0.19,0.03,
30480,0,-0.97,-0.19,0.03,
30482,0,-0.97,-0.19,0.03,
30483,0,-0.97,-0.19,0.03,
30485,0,-0.97,-0.19,0.03,
30486,0,-0.97,-0.18,0.04,
30488,0,-0.96,-0.18,0.04,
30490,0,-0.96,-0.18,0.04,
30492,0,-0.96,-0.18,0.04,
30493,0,-0.96,-0.18,0.04,
30495,0,-0.96,-0.18,0.04,
30496,0,-0.95,-0.17,0.05,
30498,0,-0.95,-0.17,0.05,
30500,0,-0.95,-0.17,0.05,
30501,0,-0.95,-0.17,0.05,
30503,0,-0.95,-0.17,0.05,
30505,0,-0.95,-0.17,0.05,
30506,0,-0.96,-0.17,0.05,
30508,0,-0.96,-0.17,0.05,
30510,0,-0.96,-0.17,0.05,
30511,0,-0.96,-0.17,0.05,
30513,0,-0.96,-0.17,0.05,
30515,0,-0.96,-0.17,0.05,
30516,0,-0.96,-0.17,0.06,
30518,0,-0.96,-0.17,0.06,
30520,0,-0.96,-0.17,0.06,
30522,0,-0.96,-0.17,0.06,
30523,0,-0.96,-0.17,0.06,
30525,0,-0.96,-0.17,0.06,
30526,0,-0.95,-0.18,0.06,
30528,0,-0.95,-0.18,0.06,
30530,0,-0.95,-0.18,0.06,
30531,0,-0.95,-0.18,0.06,
30533,0,-0.95,-0.18,0.06,
30535,0,-0.95,-0.18,0.06,
30536,0,-0.96,-0.19,0.04,
30538,0,-0.96,-0.19,0.04,
30540,0,-0.96,-0.19,0.04,
30541,0,-0.96,-0.19,0.04,
30543,0,-0.96,-0.19,0.04,
30545,0,-0.96,-0.19,0.04,
30546,0,-0.96,-0.2,0.03,
30548,0,-0.96,-0.2,0.03,
30550,0,-0.96,-0.2,0.03,
30551,0,-0.96,-0.2,0.03,
30553,0,-0.96,-0.2,0.03,
30555,0,-0.96,-0.2,0.02,
30556,0,-0.96,-0.19,0.02,
30558,0,-0.96,-0.19,0.02,
30560,0,-0.96,-0.19,0.02,
30561,0,-0.96,-0.19,0.02,
30563,0,-0.96,-0.19,0.02,
30565,0,-0.96,-0.19,0.02,
30566,0,-0.95,-0.19,0.02,
30568,0,-0.95,-0.19,0.02,
30570,0,-0.95,-0.19,0.02,
30571,0,-0.95,-0.19,0.02,
30573,0,-0.95,-0.19,0.02,
30575,0,-0.96,-0.18,0.03,
30576,0,-0.96,-0.18,0.03,
30578,0,-0.96,-0.18,0.03,
30580,0,-0.96,-0.18,0.03,
30581,0,-0.96,-0.18,0.03,
30583,0,-0.96,-0.18,0.03,
30585,0,-0.97,-0.18,0.04,
30586,0,-0.97,-0.18,0.04,
30588,0,-0.97,-0.18,0.04,
30590,0,-0.97,-0.18,0.04,
30591,0,-0.97,-0.18,0.04,
30593,0,-0.97,-0.18,0.04,
30595,0,-0.96,-0.18,0.06,
30596,0,-0.96,-0.18,0.06,
30598,0,-0.96,-0.18,0.06,
30600,0,-0.96,-0.18,0.06,
30601,0,-0.96,-0.18,0.06,
30603,0,-0.96,-0.18,0.06,
30605,0,-0.96,-0.18,0.06,
30606,0,-0.96,-0.18,0.06,
30608,0,-0.96,-0.18,0.06,
30610,0,-0.96,-0.18,0.06,
30611,0,-0.96,-0.18,0.06,
30613,0,-0.96,-0.18,0.06,
30615,0,-0.96,-0.18,0.07,
30616,0,-0.96,-0.18,0.07,
30618,0,-0.96,-0.18,0.07,
30620,0,-0.96,-0.18,0.07,
30621,0,-0.96,-0.18,0.07,
30623,0,-0.96,-0.18,0.07,
30625,0,-0.96,-0.18,0.06,
30626,0,-0.96,-0.18,0.06,
30628,0,-0.96,-0.18,0.06,
30630,0,-0.96,-0.18,0.06,
30631,0,-0.96,-0.18,0.06,
30633,0,-0.96,-0.19,0.04,
30635,0,-0.96,-0.19,0.04,
30636,0,-0.96,-0.19,0.04,
30638,0,-0.96,-0.19,0.04,
30640,0,-0.96,-0.19,0.04,
30641,0,-0.96,-0.19,0.04,
30643,0,-0.96,-0.19,0.02,
30645,0,-0.96,-0.19,0.02,
30646,0,-0.96,-0.19,0.02,
30648,0,-0.96,-0.19,0.02,
30650,0,-0.96,-0.19,0.02,
30651,0,-0.96,-0.19,0.02,
30653,0,-0.97,-0.18,0.02,
30655,0,-0.97,-0.18,0.02,
30656,0,-0.97,-0.18,0.02,
30658,0,-0.97,-0.18,0.02,
30660,0,-0.97,-0.18,0.02,
30661,0,-0.97,-0.18,0.02,
30663,0,-0.96,-0.18,0.03,
30665,0,-0.96,-0.18,0.03,
30666,0,-0.96,-0.18,0.03,
30668,0,-0.96,-0.18,0.03,
30670,0,-0.96,-0.18,0.03,
30671,0,-0.96,-0.18,0.03,
30673,0,-0.96,-0.18,0.04,
30675,0,-0.96,-0.18,0.04,
30676,0,-0.96,-0.18,0.04,
30678,0,-0.96,-0.18,0.04,
30680,0,-0.96,-0.18,0.04,
30681,0,-0.96,-0.18,0.04,
30683,0,-0.96,-0.18,0.05,
30684,0,-0.96,-0.18,0.05,
30686,0,-0.96,-0.18,0.05,
30688,0,-0.96,-0.18,0.05,
30690,0,-0.96,-0.18,0.05,
30691,0,-0.96,-0.18,0.05,
30693,0,-0.96,-0.18,0.07,
30694,1,-0.96,-0.18,0.07,
30696,1,-0.96,-0.18,0.07,
30698,1,-0.96,-0.18,0.07,
30699,1,-0.96,-0.18,0.07,
30701,1,-0.96,-0.18,0.07,
30703,1,-0.95,-0.18,0.07,
30705,1,-0.95,-0.18,0.07,
30706,1,-0.95,-0.18,0.07,
30708,1,-0.95,-0.18,0.07,
30710,1,-0.95,-0.18,0.07,
30711,1,-0.95,-0.18,0.05,
30713,1,-0.96,-0.18,0.05,
30714,1,-0.96,-0.18,0.05,
30716,1,-0.96,-0.18,0.05,
30718,1,-0.96,-0.18,0.05,
30719,1,-0.96,-0.18,0.05,
30721,1,-0.96,-0.19,0.04,
30723,1,-0.96,-0.19,0.04,
30724,1,-0.96,-0.19,0.04,
30726,1,-0.96,-0.19,0.04,
30728,1,-0.96,-0.19,0.04,
30729,1,-0.96,-0.19,0.04,
30731,1,-0.96,-0.19,0.02,
30733,1,-0.96,-0.19,0.02,
30734,1,-0.96,-0.19,0.02,
30736,1,-0.96,-0.19,0.02,
30738,1,-0.96,-0.19,0.02,
30739,1,-0.96,-0.19,0.02,
30741,1,-0.95,-0.18,0.02,
30743,1,-0.95,-0.18,0.02,
30744,1,-0.95,-0.18,0.02,
30746,1,-0.95,-0.18,0.02,
30748,1,-0.95,-0.18,0.02,
30750,1,-0.95,-0.18,0.02,
30751,1,-0.96,-0.19,0.02,
30753,1,-0.96,-0.19,0.02,
30755,1,-0.96,-0.19,0.02,
30756,1,-0.96,-0.19,0.02,
30758,1,-0.96,-0.19,0.02,
30760,1,-0.96,-0.19,0.02,
30761,1,-0.96,-0.18,0.03,
30763,1,-0.96,-0.18,0.03,
30764,1,-0.96,-0.18,0.03,
30766,1,-0.96,-0.18,0.03,
30768,1,-0.96,-0.18,0.03,
30770,1,-0.96,-0.18,0.03,
30771,1,-0.96,-0.17,0.05,
30773,1,-0.96,-0.17,0.05,
30774,1,-0.96,-0.17,0.05,
30776,1,-0.96,-0.17,0.05,
30778,1,-0.96,-0.17,0.05,
30779,1,-0.96,-0.17,0.06,
30781,1,-0.95,-0.17,0.06,
30783,1,-0.95,-0.17,0.06,
30784,1,-0.95,-0.17,0.06,
30786,1,-0.95,-0.17,0.06,
30788,1,-0.95,-0.17,0.06,
30789,1,-0.95,-0.18,0.07,
30791,1,-0.96,-0.18,0.07,
30793,1,-0.96,-0.18,0.07,
30794,1,-0.96,-0.18,0.07,
30796,1,-0.96,-0.18,0.07,
30798,1,-0.96,-0.18,0.07,
30799,1,-0.96,-0.19,0.06,
30801,1,-0.96,-0.19,0.06,
30803,1,-0.96,-0.19,0.06,
30804,1,-0.96,-0.19,0.06,
30806,1,-0.96,-0.19,0.06,
30808,1,-0.96,-0.19,0.06,
30809,1,-0.96,-0.19,0.05,
30811,1,-0.96,-0.19,0.05,
30813,1,-0.96,-0.19,0.05,
30814,1,-0.96,-0.19,0.05,
30816,1,-0.96,-0.19,0.05,
30818,1,-0.96,-0.19,0.05,
30819,1,-0.96,-0.19,0.03,
30821,1,-0.96,-0.19,0.03,
30823,1,-0.96,-0.19,0.03,
30824,1,-0.96,-0.19,0.03,
30826,1,-0.96,-0.19,0.03,
30828,1,-0.96,-0.19,0.03,
30829,1,-0.96,-0.19,0.02,
30831,1,-0.96,-0.19,0.02,
30833,1,-0.96,-0.19,0.02,
30834,1,-0.96,-0.19,0.02,
30836,1,-0.96,-0.19,0.02,
30838,1,-0.96,-0.19,0.02,
30839,1,-0.96,-0.19,0.02,
30841,1,-0.96,-0.19,0.02,
30843,1,-0.96,-0.19,0.02,
30844,1,-0.96,-0.19,0.02,
30846,1,-0.96,-0.19,0.02,
30848,1,-0.96,-0.19,0.03,
30849,1,-0.96,-0.19,0.03,
30851,1,-0.96,-0.19,0.03,
30853,1,-0.96,-0.19,0.03,
30854,1,-0.96,-0.19,0.03,
30856,1,-0.96,-0.19,0.03,
30858,1,-0.96,-0.18,0.04,
30859,1,-0.96,-0.18,0.04,
30861,1,-0.96,-0.18,0.04,
30863,1,-0.96,-0.18,0.04,
30864,1,-0.96,-0.18,0.04,
30866,1,-0.96,-0.18,0.04,
30868,1,-0.96,-0.18,0.05,
30869,1,-0.96,-0.18,0.05,
30871,1,-0.96,-0.18,0.05,
30873,1,-0.96,-0.18,0.05,
30874,1,-0.96,-0.18,0.05,
30876,1,-0.96,-0.18,0.05,
30878,1,-0.96,-0.18,0.06,
30879,1,-0.96,-0.18,0.06,
30881,1,-0.96,-0.18,0.06,
30883,1,-0.96,-0.18,0.06,
30884,1,-0.96,-0.18,0.06,
30886,1,-0.96,-0.18,0.06,
30888,1,-0.96,-0.18,0.06,
30889,1,-0.96,-0.18,0.06,
30891,1,-0.96,-0.18,0.06,
30893,1,-0.96,-0.18,0.06,
30894,1,-0.96,-0.18,0.06,
30896,1,-0.96,-0.18,0.06,
30898,1,-0.96,-0.18,0.05,
30899,1,-0.96,-0.18,0.05,
30901,1,-0.96,-0.18,0.05,
30903,1,-0.96,-0.18,0.05,
30904,1,-0.96,-0.18,0.05,
30906,1,-0.96,-0.18,0.05,
30908,1,-0.96,-0.18,0.05,
30909,1,-0.96,-0.18,0.05,
30911,1,-0.96,-0.18,0.05,
30913,1,-0.96,-0.18,0.05,
30914,1,-0.96,-0.18,0.05,
30916,1,-0.96,-0.18,0.03,
30918,1,-0.96,-0.19,0.03,
30919,1,-0.96,-0.19,0.03,
30921,1,-0.96,-0.19,0.03,
30923,1,-0.96,-0.19,0.03,
30924,1,-0.96,-0.19,0.03,
30926,1,-0.96,-0.19,0.03,
30928,1,-0.96,-0.19,0.03,
30929,1,-0.96,-0.19,0.03,
30931,1,-0.96,-0.19,0.03,
30933,1,-0.96,-0.19,0.03,
30934,1,-0.96,-0.19,0.03,
30936,1,-0.96,-0.19,0.02,
30938,1,-0.96,-0.19,0.02,
30939,1,-0.96,-0.19,0.02,
30941,1,-0.96,-0.19,0.02,
30943,1,-0.96,-0.19,0.02,
30944,1,-0.96,-0.19,0.02,
30946,1,-0.96,-0.19,0.0,
30948,1,-0.96,-0.19,0.0,
30949,1,-0.96,-0.19,0.0,
30951,1,-0.96,-0.19,0.0,
30953,1,-0.96,-0.19,0.0,
30954,1,-0.96,-0.19,0.0,
30956,1,-0.96,-0.19,-0.01,
30958,1,-0.96,-0.19,-0.01,
30959,1,-0.96,-0.19,-0.01,
30961,1,-0.96,-0.19,-0.01,
30963,1,-0.96,-0.19,-0.01,
30964,1,-0.96,-0.19,-0.01,
30966,1,-0.97,-0.17,-0.08,
30968,1,-0.97,-0.17,-0.08,
30970,1,-0.97,-0.17,-0.08,
30971,1,-0.97,-0.17,-0.08,
30973,1,-0.97,-0.17,-0.08,
30974,1,-0.97,-0.17,-0.08,
30976,1,-0.97,-0.13,-0.13,
30978,1,-0.97,-0.13,-0.13,
30979,1,-0.97,-0.13,-0.13,
30981,1,-0.97,-0.13,-0.13,
30983,1,-0.97,-0.13,-0.13,
30985,1,-0.97,-0.13,-0.15,
30986,1,-1.01,-0.14,-0.15,
30988,1,-1.01,-0.14,-0.15,
30990,1,-1.01,-0.14,-0.15,
30991,1,-1.01,-0.14,-0.15,
30993,1,-1.01,-0.14,-0.15,
30995,1,-1.02,-0.28,-0.14,
30996,1,-1.02,-0.28,-0.14,
30998,1,-1.02,-0.28,-0.14,
31000,1,-1.02,-0.28,-0.14,
31001,1,-1.02,-0.28,-0.14,
31003,1,-1.02,-0.28,-0.14,
31005,1,-1.13,-0.16,-0.21,
31007,1,-1.13,-0.16,-0.21,
31008,1,-1.13,-0.16,-0.21,
31010,1,-1.13,-0.16,-0.21,
31012,1,-1.13,-0.16,-0.21,
31013,1,-1.13,-0.16,-0.21,
31015,1,-1.18,-0.27,-0.54,
31017,1,-1.18,-0.27,-0.54,
31018,1,-1.18,-0.27,-0.54,
31020,1,-1.18,-0.27,-0.54,
31022,1,-1.18,-0.27,-0.54,
31024,1,-1.18,-0.27,-0.67,
31025,1,-1.19,-0.34,-0.7,
31027,1,-1.19,-0.34,-0.7,
31029,1,-1.19,-0.34,-0.7,
31030,1,-1.19,-0.34,-0.7,
31032,1,-1.19,-0.34,-0.7,
31034,1,-1.19,-0.45,-1.14,
31035,1,-1.17,-0.45,-1.14,
31037,1,-1.17,-0.45,-1.14,
31039,1,-1.17,-0.45,-1.14,
31040,1,-1.17,-0.45,-1.14,
31042,1,-1.17,-0.45,-1.14,
31044,1,-1.26,-0.53,-1.52,
31046,1,-1.26,-0.53,-1.52,
31047,1,-1.26,-0.53,-1.52,
31049,1,-1.26,-0.53,-1.52,
31051,1,-1.26,-0.53,-1.52,
31052,1,-1.26,-0.53,-1.52,
31054,1,-1.35,-0.59,-1.7,
31056,1,-1.35,-0.59,-1.7,
31057,1,-1.35,-0.59,-1.7,
31059,1,-1.35,-0.59,-1.7,
31061,1,-1.35,-0.59,-1.7,
31062,1,-1.35,-0.59,-1.7,
31064,1,-1.4,-0.65,-1.81,
31066,1,-1.4,-0.65,-1.81,
31067,1,-1.4,-0.65,-1.81,
31069,1,-1.4,-0.65,-1.81,
31071,1,-1.4,-0.65,-1.81,
31072,1,-1.4,-0.52,-1.87,
31074,1,-1.31,-0.62,-1.87,
31076,1,-1.31,-0.62,-1.87,
31078,1,-1.31,-0.62,-1.87,
31079,1,-1.31,-0.62,-1.87,
31081,1,-1.31,-0.62,-1.87,
31083,1,-1.07,-0.61,-1.85,
31084,1,-1.07,-0.61,-1.85,
31086,1,-1.07,-0.61,-1.85,
31088,1,-1.07,-0.61,-1.85,
31089,1,-1.07,-0.61,-1.85,
31091,1,-1.07,-0.61,-1.85,
31093,1,-0.85,-0.55,-1.75,
31095,1,-0.85,-0.55,-1.75,
31096,1,-0.85,-0.55,-1.75,
31098,1,-0.85,-0.55,-1.75,
31099,1,-0.85,-0.55,-1.75,
31101,1,-0.85,-0.55,-1.75,
31103,1,-0.65,-0.54,-1.62,
31105,1,-0.65,-0.54,-1.62,
31106,1,-0.65,-0.54,-1.62,
31108,1,-0.65,-0.54,-1.62,
31110,1,-0.65,-0.54,-1.62,
31111,1,-0.65,-0.54,-1.62,
31113,1,-0.48,-0.51,-1.52,
31115,1,-0.48,-0.51,-1.52,
31116,1,-0.48,-0.51,-1.52,
31118,1,-0.48,-0.51,-1.52,
31120,1,-0.48,-0.51,-1.52,
31121,1,-0.48,-0.51,-1.43,
31123,1,-0.34,-0.51,-1.43,
31125,1,-0.34,-0.51,-1.43,
31126,1,-0.34,-0.51,-1.43,
31128,1,-0.34,-0.51,-1.43,
31130,1,-0.34,-0.51,-1.43,
31131,1,-0.34,-0.57,-1.31,
31133,1,-0.33,-0.57,-1.31,
31135,1,-0.33,-0.57,-1.31,
31136,1,-0.33,-0.57,-1.31,
31138,1,-0.33,-0.57,-1.31,
31140,1,-0.33,-0.57,-1.31,
31141,1,-0.4,-0.61,-1.1,
31143,1,-0.4,-0.61,-1.1,
31145,1,-0.4,-0.61,-1.1,
31147,1,-0.4,-0.61,-1.1,
31148,1,-0.4,-0.61,-1.1,
31150,1,-0.4,-0.61,-1.1,
31152,1,-0.61,-0.6,-0.83,
31153,1,-0.61,-0.6,-0.83,
31155,1,-0.61,-0.6,-0.83,
31157,1,-0.61,-0.6,-0.83,
31158,1,-0.61,-0.6,-0.83,
31160,1,-0.61,-0.6,-0.83,
31162,1,-0.78,-0.6,-0.52,
31163,1,-0.78,-0.6,-0.52,
31165,1,-0.78,-0.6,-0.52,
31167,1,-0.78,-0.6,-0.52,
31169,1,-0.78,-0.6,-0.52,
31170,1,-0.78,-0.6,-0.17,
31172,1,-0.84,-0.62,-0.17,
31174,1,-0.84,-0.62,-0.17,
31175,1,-0.84,-0.62,-0.17,
31177,1,-0.84,-0.62,-0.17,
31179,1,-0.84,-0.62,-0.17,
31180,1,-0.84,-0.56,0.11,
31182,1,-0.84,-0.56,0.11,
31184,1,-0.84,-0.56,0.11,
31185,1,-0.84,-0.56,0.11,
31187,1,-0.84,-0.56,0.11,
