t,l,x,y,z,Unnamed: 5
66439,0,-0.98,-0.12,0.13,
66441,0,-0.98,-0.12,0.13,
66442,0,-0.98,-0.12,0.13,
66444,0,-0.98,-0.1,0.13,
66446,0,-0.96,-0.1,0.13,
66447,0,-0.96,-0.1,0.13,
66449,0,-0.96,-0.1,0.13,
66451,0,-0.96,-0.1,0.13,
66452,0,-0.96,-0.1,0.13,
66454,0,-0.96,-0.08,0.14,
66456,0,-0.96,-0.08,0.14,
66457,0,-0.96,-0.08,0.14,
66459,0,-0.96,-0.08,0.14,
66461,0,-0.96,-0.08,0.14,
66462,0,-0.96,-0.08,0.14,
66464,0,-0.96,-0.08,0.15,
66466,0,-0.96,-0.08,0.15,
66467,0,-0.96,-0.08,0.15,
66469,0,-0.96,-0.08,0.15,
66471,0,-0.96,-0.08,0.15,
66472,0,-0.96,-0.08,0.15,
66474,0,-0.96,-0.07,0.15,
66476,0,-0.96,-0.07,0.15,
66477,0,-0.96,-0.07,0.15,
66479,0,-0.96,-0.07,0.15,
66481,0,-0.96,-0.07,0.15,
66482,0,-0.96,-0.07,0.15,
66484,0,-0.96,-0.09,0.16,
66486,0,-0.96,-0.09,0.16,
66487,0,-0.96,-0.09,0.16,
66489,0,-0.96,-0.09,0.16,
66491,0,-0.96,-0.09,0.16,
66492,0,-0.96,-0.09,0.16,
66494,0,-0.96,-0.09,0.14,
66496,0,-0.96,-0.09,0.14,
66498,0,-0.96,-0.09,0.14,
66499,0,-0.96,-0.09,0.14,
66501,0,-0.96,-0.09,0.14,
66503,0,-0.96,-0.1,0.13,
66504,0,-0.97,-0.1,0.13,
66506,0,-0.97,-0.1,0.13,
66508,0,-0.97,-0.1,0.13,
66509,0,-0.97,-0.1,0.13,
66511,0,-0.97,-0.1,0.13,
66513,0,-0.97,-0.11,0.13,
66514,0,-0.97,-0.11,0.13,
66516,0,-0.97,-0.11,0.13,
66517,0,-0.97,-0.11,0.13,
66519,0,-0.97,-0.11,0.13,
66521,0,-0.97,-0.11,0.13,
66522,0,-0.97,-0.11,0.12,
66524,0,-0.97,-0.11,0.12,
66526,0,-0.97,-0.11,0.12,
66527,0,-0.97,-0.11,0.12,
66529,0,-0.97,-0.11,0.12,
66531,0,-0.97,-0.11,0.12,
66532,0,-0.97,-0.11,0.12,
66534,0,-0.97,-0.11,0.12,
66536,0,-0.97,-0.11,0.12,
66537,0,-0.97,-0.11,0.12,
66539,0,-0.97,-0.11,0.12,
66541,0,-0.97,-0.11,0.12,
66542,0,-0.97,-0.1,0.12,
66544,0,-0.97,-0.1,0.12,
66546,0,-0.97,-0.1,0.12,
66547,0,-0.97,-0.1,0.12,
66549,0,-0.97,-0.1,0.12,
66551,0,-0.97,-0.1,0.12,
66553,0,-0.97,-0.1,0.13,
66554,0,-0.97,-0.1,0.13,
66556,0,-0.97,-0.1,0.13,
66558,0,-0.97,-0.1,0.13,
66559,0,-0.97,-0.1,0.13,
66561,0,-0.97,-0.1,0.13,
66563,0,-0.96,-0.09,0.13,
66564,0,-0.96,-0.09,0.13,
66566,0,-0.96,-0.09,0.13,
66568,0,-0.96,-0.09,0.13,
66569,0,-0.96,-0.09,0.13,
66571,0,-0.96,-0.09,0.15,
66573,0,-0.96,-0.09,0.15,
66574,0,-0.96,-0.09,0.15,
66576,0,-0.96,-0.09,0.15,
66578,0,-0.96,-0.09,0.15,
66579,0,-0.96,-0.09,0.15,
66581,0,-0.96,-0.08,0.15,
66583,0,-0.96,-0.08,0.15,
66584,0,-0.96,-0.08,0.15,
66586,0,-0.96,-0.08,0.15,
66588,0,-0.96,-0.08,0.15,
66589,0,-0.96,-0.08,0.15,
66591,0,-0.96,-0.08,0.16,
66593,0,-0.96,-0.08,0.16,
66594,0,-0.96,-0.08,0.16,
66596,0,-0.96,-0.08,0.16,
66598,0,-0.96,-0.08,0.16,
66599,0,-0.96,-0.08,0.16,
66601,0,-0.96,-0.08,0.15,
66603,0,-0.96,-0.08,0.15,
66604,0,-0.96,-0.08,0.15,
66606,0,-0.96,-0.08,0.15,
66608,0,-0.96,-0.08,0.15,
66609,0,-0.96,-0.08,0.15,
66611,0,-0.96,-0.09,0.15,
66613,0,-0.96,-0.09,0.15,
66615,0,-0.96,-0.09,0.15,
66616,0,-0.96,-0.09,0.15,
66618,0,-0.96,-0.09,0.15,
66620,0,-0.96,-0.09,0.12,
66621,0,-0.97,-0.1,0.12,
66623,0,-0.97,-0.1,0.12,
66625,0,-0.97,-0.1,0.12,
66626,0,-0.97,-0.1,0.12,
66628,0,-0.97,-0.1,0.12,
66630,0,-0.97,-0.12,0.13,
66631,0,-0.96,-0.12,0.13,
66633,0,-0.96,-0.12,0.13,
66635,0,-0.96,-0.12,0.13,
66636,0,-0.96,-0.12,0.13,
66638,0,-0.96,-0.12,0.13,
66640,0,-0.98,-0.12,0.12,
66641,0,-0.98,-0.12,0.12,
66643,0,-0.98,-0.12,0.12,
66645,0,-0.98,-0.12,0.12,
66646,0,-0.98,-0.12,0.12,
66648,0,-0.98,-0.12,0.12,
66650,0,-0.97,-0.11,0.12,
66651,0,-0.97,-0.11,0.12,
66653,0,-0.97,-0.11,0.12,
66655,0,-0.97,-0.11,0.12,
66656,0,-0.97,-0.11,0.12,
66658,0,-0.97,-0.11,0.12,
66659,0,-0.96,-0.1,0.13,
66661,0,-0.96,-0.1,0.13,
66663,0,-0.96,-0.1,0.13,
66664,0,-0.96,-0.1,0.13,
66666,0,-0.96,-0.1,0.13,
66668,0,-0.96,-0.1,0.13,
66669,0,-0.97,-0.09,0.14,
66671,0,-0.97,-0.09,0.14,
66673,0,-0.97,-0.09,0.14,
66675,0,-0.97,-0.09,0.14,
66676,0,-0.97,-0.09,0.14,
66678,0,-0.97,-0.09,0.14,
66680,0,-0.96,-0.09,0.15,
66681,0,-0.96,-0.09,0.15,
66683,0,-0.96,-0.09,0.15,
66685,0,-0.96,-0.09,0.15,
66686,0,-0.96,-0.09,0.15,
66688,0,-0.96,-0.09,0.14,
66690,0,-0.95,-0.08,0.14,
66691,0,-0.95,-0.08,0.14,
66693,0,-0.95,-0.08,0.14,
66695,0,-0.95,-0.08,0.14,
66696,0,-0.95,-0.08,0.14,
66698,0,-0.96,-0.08,0.14,
66700,0,-0.96,-0.08,0.14,
66701,0,-0.96,-0.08,0.14,
66703,0,-0.96,-0.08,0.14,
66705,0,-0.96,-0.08,0.14,
66706,0,-0.96,-0.08,0.14,
66708,0,-0.96,-0.09,0.14,
66710,0,-0.96,-0.09,0.14,
66711,0,-0.96,-0.09,0.14,
66713,0,-0.96,-0.09,0.14,
66715,0,-0.96,-0.09,0.14,
66716,0,-0.96,-0.09,0.14,
66718,0,-0.98,-0.11,0.14,
66720,0,-0.98,-0.11,0.14,
66721,0,-0.98,-0.11,0.14,
66723,0,-0.98,-0.11,0.14,
66725,0,-0.98,-0.11,0.14,
66726,0,-0.98,-0.11,0.14,
66728,0,-0.97,-0.12,0.13,
66730,0,-0.97,-0.12,0.13,
66731,0,-0.97,-0.12,0.13,
66733,0,-0.97,-0.12,0.13,
66735,0,-0.97,-0.12,0.13,
66737,0,-0.97,-0.12,0.13,
66738,0,-0.97,-0.12,0.12,
66740,0,-0.97,-0.12,0.12,
66741,0,-0.97,-0.12,0.12,
66743,0,-0.97,-0.12,0.12,
66745,0,-0.97,-0.12,0.12,
66747,0,-0.97,-0.12,0.12,
66748,0,-0.97,-0.11,0.12,
66750,0,-0.97,-0.11,0.12,
66751,0,-0.97,-0.11,0.12,
66753,0,-0.97,-0.11,0.12,
66755,0,-0.97,-0.11,0.12,
66756,0,-0.97,-0.1,0.12,
66758,0,-0.97,-0.1,0.12,
66760,0,-0.97,-0.1,0.12,
66761,0,-0.97,-0.1,0.12,
66763,0,-0.97,-0.1,0.12,
66765,0,-0.97,-0.1,0.12,
66766,0,-0.97,-0.09,0.12,
66768,0,-0.97,-0.09,0.12,
66770,0,-0.97,-0.09,0.12,
66771,0,-0.97,-0.09,0.12,
66773,0,-0.97,-0.09,0.12,
66775,0,-0.97,-0.09,0.12,
66776,0,-0.96,-0.08,0.14,
66778,0,-0.96,-0.08,0.14,
66780,0,-0.96,-0.08,0.14,
66781,0,-0.96,-0.08,0.14,
66783,0,-0.96,-0.08,0.14,
66785,0,-0.96,-0.08,0.14,
66786,0,-0.96,-0.07,0.15,
66788,0,-0.96,-0.07,0.15,
66790,0,-0.96,-0.07,0.15,
66791,0,-0.96,-0.07,0.15,
66793,0,-0.96,-0.07,0.15,
66795,0,-0.96,-0.07,0.15,
66796,0,-0.96,-0.07,0.16,
66798,0,-0.96,-0.07,0.16,
66800,0,-0.96,-0.07,0.16,
66801,0,-0.96,-0.07,0.16,
66803,0,-0.96,-0.07,0.16,
66805,0,-0.96,-0.07,0.16,
66806,0,-0.97,-0.09,0.16,
66808,0,-0.97,-0.09,0.16,
66810,0,-0.97,-0.09,0.16,
66811,0,-0.97,-0.09,0.16,
66813,0,-0.97,-0.09,0.16,
66815,0,-0.97,-0.09,0.16,
66816,0,-0.97,-0.1,0.15,
66818,0,-0.97,-0.1,0.15,
66820,0,-0.97,-0.1,0.15,
66821,0,-0.97,-0.1,0.15,
66823,0,-0.97,-0.1,0.15,
66825,0,-0.97,-0.11,0.13,
66826,0,-0.97,-0.11,0.13,
66828,0,-0.97,-0.11,0.13,
66830,0,-0.97,-0.11,0.13,
66831,0,-0.97,-0.11,0.13,
66833,0,-0.97,-0.11,0.13,
66835,0,-0.97,-0.11,0.11,
66836,0,-0.97,-0.11,0.11,
66838,0,-0.97,-0.11,0.11,
66840,0,-0.97,-0.11,0.11,
66842,0,-0.97,-0.11,0.11,
66843,0,-0.97,-0.11,0.11,
66845,0,-0.98,-0.12,0.11,
66847,0,-0.98,-0.12,0.11,
66848,0,-0.98,-0.12,0.11,
66850,0,-0.98,-0.12,0.11,
66852,0,-0.98,-0.12,0.11,
66853,0,-0.98,-0.12,0.11,
66855,0,-0.97,-0.1,0.1,
66857,0,-0.97,-0.1,0.1,
66858,0,-0.97,-0.1,0.1,
66860,0,-0.97,-0.1,0.1,
66862,0,-0.97,-0.1,0.1,
66863,0,-0.97,-0.1,0.1,
66865,0,-0.96,-0.09,0.12,
66867,0,-0.96,-0.09,0.12,
66868,0,-0.96,-0.09,0.12,
66870,0,-0.96,-0.09,0.12,
66872,0,-0.96,-0.09,0.12,
66873,0,-0.96,-0.09,0.24,
66875,0,-0.96,-0.08,0.14,
66877,0,-0.96,-0.08,0.14,
66878,0,-0.96,-0.08,0.14,
66880,0,-0.96,-0.08,0.14,
66882,0,-0.96,-0.08,0.14,
66883,0,-0.96,-0.08,0.16,
66885,0,-0.95,-0.08,0.16,
66887,0,-0.95,-0.08,0.16,
66888,0,-0.95,-0.08,0.16,
66890,0,-0.95,-0.08,0.16,
66892,0,-0.95,-0.08,0.16,
66893,0,-0.96,-0.08,0.17,
66895,0,-0.96,-0.08,0.17,
66897,0,-0.96,-0.08,0.17,
66898,0,-0.96,-0.08,0.17,
66900,0,-0.96,-0.08,0.17,
66902,0,-0.96,-0.08,0.17,
66903,0,-0.97,-0.09,0.16,
66905,0,-0.97,-0.09,0.16,
66907,0,-0.97,-0.09,0.16,
66908,0,-0.97,-0.09,0.16,
66910,0,-0.97,-0.09,0.16,
66912,0,-0.97,-0.09,0.16,
66913,0,-0.96,-0.1,0.14,
66915,0,-0.96,-0.1,0.14,
66917,0,-0.96,-0.1,0.14,
66918,0,-0.96,-0.1,0.14,
66920,0,-0.96,-0.1,0.14,
66922,0,-0.96,-0.1,0.14,
66923,0,-0.97,-0.1,0.13,
66925,0,-0.97,-0.1,0.13,
66927,0,-0.97,-0.1,0.13,
66928,0,-0.97,-0.1,0.13,
66930,0,-0.97,-0.1,0.13,
66932,0,-0.97,-0.1,0.13,
66934,0,-0.97,-0.11,0.12,
66935,0,-0.97,-0.11,0.12,
66937,0,-0.97,-0.11,0.12,
66939,0,-0.97,-0.11,0.12,
66940,0,-0.97,-0.11,0.12,
66942,0,-0.97,-0.11,0.12,
66944,0,-0.97,-0.11,0.12,
66945,0,-0.97,-0.11,0.12,
66947,0,-0.97,-0.11,0.12,
66949,0,-0.97,-0.11,0.12,
66950,0,-0.97,-0.11,0.12,
66952,0,-0.97,-0.12,0.12,
66954,0,-0.97,-0.12,0.12,
66955,0,-0.97,-0.12,0.12,
66957,0,-0.97,-0.12,0.12,
66959,0,-0.97,-0.12,0.12,
66960,0,-0.97,-0.12,0.12,
66962,0,-0.97,-0.11,0.13,
66964,0,-0.97,-0.11,0.13,
66965,0,-0.97,-0.11,0.13,
66967,0,-0.97,-0.11,0.13,
66969,0,-0.97,-0.11,0.13,
66970,0,-0.97,-0.11,0.13,
66972,0,-0.97,-0.1,0.14,
66974,0,-0.97,-0.1,0.14,
66975,0,-0.97,-0.1,0.14,
66977,0,-0.97,-0.1,0.14,
66979,0,-0.97,-0.1,0.14,
66980,0,-0.97,-0.1,0.14,
66982,0,-0.97,-0.09,0.14,
66984,0,-0.97,-0.09,0.14,
66985,0,-0.97,-0.09,0.14,
66987,0,-0.97,-0.09,0.14,
66989,0,-0.97,-0.09,0.14,
66991,0,-0.97,-0.09,0.14,
66992,0,-0.96,-0.08,0.14,
66994,0,-0.96,-0.08,0.14,
66995,0,-0.96,-0.08,0.14,
66997,0,-0.96,-0.08,0.14,
66999,0,-0.96,-0.08,0.14,
67000,0,-0.96,-0.08,0.13,
67002,0,-0.96,-0.08,0.13,
67004,0,-0.96,-0.08,0.13,
67005,0,-0.96,-0.08,0.13,
67007,0,-0.96,-0.08,0.13,
67009,0,-0.96,-0.08,0.13,
67010,0,-0.96,-0.09,0.15,
67012,0,-0.97,-0.09,0.15,
67014,0,-0.97,-0.09,0.15,
67016,0,-0.97,-0.09,0.15,
67017,0,-0.97,-0.09,0.15,
67019,0,-0.97,-0.09,0.15,
67020,0,-0.97,-0.1,0.14,
67022,0,-0.97,-0.1,0.14,
67024,0,-0.97,-0.1,0.14,
67025,0,-0.97,-0.1,0.14,
67027,0,-0.97,-0.1,0.14,
67029,0,-0.97,-0.1,0.14,
67030,0,-0.97,-0.1,0.14,
67032,0,-0.97,-0.1,0.14,
67034,0,-0.97,-0.1,0.14,
67035,0,-0.97,-0.1,0.14,
67037,0,-0.97,-0.1,0.14,
67039,0,-0.97,-0.1,0.14,
67040,0,-0.97,-0.11,0.14,
67042,0,-0.97,-0.11,0.14,
67044,0,-0.97,-0.11,0.14,
67045,0,-0.97,-0.11,0.14,
67047,0,-0.97,-0.11,0.14,
67049,0,-0.97,-0.11,0.14,
67050,0,-0.97,-0.11,0.14,
67052,0,-0.97,-0.11,0.14,
67054,0,-0.97,-0.11,0.14,
67055,0,-0.97,-0.11,0.14,
67057,0,-0.97,-0.11,0.14,
67059,0,-0.97,-0.11,0.14,
67060,0,-0.97,-0.11,0.13,
67062,0,-0.97,-0.11,0.13,
67064,0,-0.97,-0.11,0.13,
67065,0,-0.97,-0.11,0.13,
67067,0,-0.97,-0.11,0.13,
67069,0,-0.97,-0.11,0.0,
67070,0,-0.96,-0.1,0.12,
67072,0,-0.96,-0.1,0.12,
67074,0,-0.96,-0.1,0.12,
67075,0,-0.96,-0.1,0.12,
67077,0,-0.96,-0.1,0.12,
67079,0,-0.96,-0.1,0.13,
67080,0,-0.96,-0.1,0.13,
67082,0,-0.96,-0.1,0.13,
67084,0,-0.96,-0.1,0.13,
67085,0,-0.96,-0.1,0.13,
67087,0,-0.96,-0.1,0.13,
67089,0,-0.96,-0.08,0.13,
67090,0,-0.96,-0.08,0.13,
67092,0,-0.96,-0.08,0.13,
67094,0,-0.96,-0.08,0.13,
67095,0,-0.96,-0.08,0.13,
67097,0,-0.96,-0.08,0.13,
67099,0,-0.96,-0.08,0.13,
67100,0,-0.96,-0.08,0.13,
67102,0,-0.96,-0.08,0.13,
67104,0,-0.96,-0.08,0.13,
67105,0,-0.96,-0.08,0.13,
67107,0,-0.96,-0.08,0.13,
67109,0,-0.97,-0.09,0.15,
67110,0,-0.97,-0.09,0.15,
67112,0,-0.97,-0.09,0.15,
67114,0,-0.97,-0.09,0.15,
67115,0,-0.97,-0.09,0.15,
67117,0,-0.97,-0.09,0.15,
67119,0,-0.96,-0.1,0.15,
67120,0,-0.96,-0.1,0.15,
67122,0,-0.96,-0.1,0.15,
67124,0,-0.96,-0.1,0.15,
67125,0,-0.96,-0.1,0.15,
67127,0,-0.96,-0.1,0.15,
67129,0,-0.97,-0.11,0.15,
67130,0,-0.97,-0.11,0.15,
67132,0,-0.97,-0.11,0.15,
67134,0,-0.97,-0.11,0.15,
67135,0,-0.97,-0.11,0.15,
67137,0,-0.97,-0.11,0.15,
67139,0,-0.97,-0.11,0.13,
67140,0,-0.97,-0.11,0.13,
67142,0,-0.97,-0.11,0.13,
67144,0,-0.97,-0.11,0.13,
67146,0,-0.97,-0.11,0.13,
67147,0,-0.97,-0.11,0.12,
67149,0,-0.97,-0.11,0.12,
67151,0,-0.97,-0.11,0.12,
67152,0,-0.97,-0.11,0.12,
67154,0,-0.97,-0.11,0.12,
67156,0,-0.97,-0.11,0.12,
67157,0,-0.98,-0.12,0.11,
67159,0,-0.98,-0.12,0.11,
67161,0,-0.98,-0.12,0.11,
67162,0,-0.98,-0.12,0.11,
67164,0,-0.98,-0.12,0.11,
67166,0,-0.98,-0.12,0.11,
67167,0,-0.97,-0.1,0.11,
67169,0,-0.97,-0.1,0.11,
67171,0,-0.97,-0.1,0.11,
67172,0,-0.97,-0.1,0.11,
67174,0,-0.97,-0.1,0.11,
67176,0,-0.97,-0.1,0.11,
67177,0,-0.96,-0.09,0.12,
67179,0,-0.96,-0.09,0.12,
67181,0,-0.96,-0.09,0.12,
67182,0,-0.96,-0.09,0.12,
67184,0,-0.96,-0.09,0.12,
67186,0,-0.96,-0.09,0.12,
67187,0,-0.96,-0.08,0.14,
67189,0,-0.96,-0.08,0.14,
67191,0,-0.96,-0.08,0.14,
67193,0,-0.96,-0.08,0.14,
67194,0,-0.96,-0.08,0.14,
67196,0,-0.96,-0.08,0.16,
67198,0,-0.96,-0.08,0.16,
67199,0,-0.96,-0.08,0.16,
67201,0,-0.96,-0.08,0.16,
67203,0,-0.96,-0.08,0.16,
67204,0,-0.96,-0.08,0.16,
67206,0,-0.96,-0.09,0.18,
67208,0,-0.96,-0.09,0.18,
67209,0,-0.96,-0.09,0.18,
67211,0,-0.96,-0.09,0.18,
67212,0,-0.96,-0.09,0.18,
67214,0,-0.96,-0.09,0.18,
67216,0,-0.96,-0.09,0.17,
67217,0,-0.96,-0.09,0.17,
67219,0,-0.96,-0.09,0.17,
67221,0,-0.96,-0.09,0.17,
67222,0,-0.96,-0.09,0.17,
67224,0,-0.96,-0.09,0.17,
67226,0,-0.96,-0.09,0.15,
67227,0,-0.96,-0.09,0.15,
67229,0,-0.96,-0.09,0.15,
67231,0,-0.96,-0.09,0.15,
67232,0,-0.96,-0.09,0.15,
67234,0,-0.96,-0.09,0.15,
67236,0,-0.97,-0.11,0.13,
67237,0,-0.97,-0.11,0.13,
67239,0,-0.97,-0.11,0.13,
67241,0,-0.97,-0.11,0.13,
67242,0,-0.97,-0.11,0.13,
67244,0,-0.97,-0.11,0.13,
67246,0,-0.97,-0.11,0.1,
67247,0,-0.97,-0.11,0.1,
67249,0,-0.97,-0.11,0.1,
67251,0,-0.97,-0.11,0.1,
67252,0,-0.97,-0.11,0.1,
67254,0,-0.97,-0.11,0.1,
67256,0,-0.97,-0.11,0.09,
67257,0,-0.97,-0.11,0.09,
67259,0,-0.97,-0.11,0.09,
67261,0,-0.97,-0.11,0.09,
67262,0,-0.97,-0.11,0.09,
67264,0,-0.97,-0.11,0.09,
67266,0,-0.97,-0.1,0.1,
67267,0,-0.97,-0.1,0.1,
67269,0,-0.97,-0.1,0.1,
67271,0,-0.97,-0.1,0.1,
67272,0,-0.97,-0.1,0.1,
67274,0,-0.97,-0.1,0.12,
67276,0,-0.97,-0.09,0.12,
67277,0,-0.97,-0.09,0.12,
67279,0,-0.97,-0.09,0.12,
67281,0,-0.97,-0.09,0.12,
67282,0,-0.97,-0.09,0.12,
67284,0,-0.97,-0.1,0.14,
67286,0,-0.97,-0.1,0.14,
67287,0,-0.97,-0.1,0.14,
67289,0,-0.97,-0.1,0.14,
67291,0,-0.97,-0.1,0.14,
67292,0,-0.97,-0.1,0.14,
67294,0,-0.96,-0.1,0.16,
67296,0,-0.96,-0.1,0.16,
67297,0,-0.96,-0.1,0.16,
67299,0,-0.96,-0.1,0.16,
67301,0,-0.96,-0.1,0.16,
67302,0,-0.96,-0.1,0.16,
67304,0,-0.96,-0.09,0.16,
67306,0,-0.96,-0.09,0.16,
67307,0,-0.96,-0.09,0.16,
67309,0,-0.96,-0.09,0.16,
67311,0,-0.96,-0.09,0.16,
67312,0,-0.96,-0.09,0.16,
67314,0,-0.96,-0.09,0.15,
67316,0,-0.96,-0.09,0.15,
67317,0,-0.96,-0.09,0.15,
67319,0,-0.96,-0.09,0.15,
67321,0,-0.96,-0.09,0.15,
67322,0,-0.96,-0.09,0.15,
67324,0,-0.97,-0.1,0.14,
67326,0,-0.97,-0.1,0.14,
67327,0,-0.97,-0.1,0.14,
67329,0,-0.97,-0.1,0.14,
67331,0,-0.97,-0.1,0.14,
67332,0,-0.97,-0.1,0.14,
67334,0,-0.97,-0.11,0.14,
67336,0,-0.97,-0.11,0.14,
67337,0,-0.97,-0.11,0.14,
67339,0,-0.97,-0.11,0.14,
67341,0,-0.97,-0.11,0.14,
67342,0,-0.97,-0.11,0.12,
67344,0,-0.97,-0.1,0.12,
67346,0,-0.97,-0.1,0.12,
67347,0,-0.97,-0.1,0.12,
67349,0,-0.97,-0.1,0.12,
67351,0,-0.97,-0.1,0.12,
67352,0,-0.97,-0.1,0.11,
67354,0,-0.97,-0.1,0.11,
67356,0,-0.97,-0.1,0.11,
67357,0,-0.97,-0.1,0.11,
67359,0,-0.97,-0.1,0.11,
67361,0,-0.97,-0.1,0.11,
67362,0,-0.97,-0.11,0.12,
67364,0,-0.97,-0.11,0.12,
67366,0,-0.97,-0.11,0.12,
67367,0,-0.97,-0.11,0.12,
67369,0,-0.97,-0.11,0.12,
67371,0,-0.97,-0.11,0.12,
67372,0,-0.97,-0.1,0.12,
67374,0,-0.97,-0.1,0.12,
67376,0,-0.97,-0.1,0.12,
67377,0,-0.97,-0.1,0.12,
67379,0,-0.97,-0.1,0.12,
67381,0,-0.97,-0.1,0.12,
67383,0,-0.97,-0.1,0.13,
67384,0,-0.97,-0.1,0.13,
67386,0,-0.97,-0.1,0.13,
67388,0,-0.97,-0.1,0.13,
67389,0,-0.97,-0.1,0.13,
67391,0,-0.97,-0.1,0.13,
67392,0,-0.96,-0.09,0.13,
67394,0,-0.96,-0.09,0.13,
67396,0,-0.96,-0.09,0.13,
67397,0,-0.96,-0.09,0.13,
67399,0,-0.96,-0.09,0.13,
67401,0,-0.96,-0.09,0.13,
67402,0,-0.96,-0.09,0.14,
67404,0,-0.96,-0.09,0.14,
67406,0,-0.96,-0.09,0.14,
67407,0,-0.96,-0.09,0.14,
67409,0,-0.96,-0.09,0.14,
67411,0,-0.96,-0.09,0.15,
67412,0,-0.97,-0.09,0.15,
67414,0,-0.97,-0.09,0.15,
67416,0,-0.97,-0.09,0.15,
67418,0,-0.97,-0.09,0.15,
67419,0,-0.97,-0.09,0.15,
67421,0,-0.96,-0.09,0.15,
67423,0,-0.96,-0.09,0.15,
67424,0,-0.96,-0.09,0.15,
67426,0,-0.96,-0.09,0.15,
67427,0,-0.96,-0.09,0.15,
67429,0,-0.96,-0.09,0.15,
67431,0,-0.96,-0.1,0.14,
67432,0,-0.96,-0.1,0.14,
67434,0,-0.96,-0.1,0.14,
67436,0,-0.96,-0.1,0.14,
67437,0,-0.96,-0.1,0.14,
67439,0,-0.96,-0.1,0.14,
67441,0,-0.97,-0.1,0.13,
67442,0,-0.97,-0.1,0.13,
67444,0,-0.97,-0.1,0.13,
67446,0,-0.97,-0.1,0.13,
67447,0,-0.97,-0.1,0.13,
67449,0,-0.97,-0.1,0.13,
67451,0,-0.97,-0.11,0.13,
67452,0,-0.97,-0.11,0.13,
67454,0,-0.97,-0.11,0.13,
67456,0,-0.97,-0.11,0.13,
67457,0,-0.97,-0.11,0.13,
67459,0,-0.97,-0.11,0.13,
67461,0,-0.97,-0.12,0.11,
67462,0,-0.97,-0.12,0.11,
67464,0,-0.97,-0.12,0.11,
67466,0,-0.97,-0.12,0.11,
67467,0,-0.97,-0.12,0.11,
67469,0,-0.97,-0.12,0.11,
67471,0,-0.97,-0.12,0.11,
67472,0,-0.97,-0.12,0.11,
67474,0,-0.97,-0.12,0.11,
67476,0,-0.97,-0.12,0.11,
67477,0,-0.97,-0.12,0.11,
67479,0,-0.97,-0.12,0.11,
67481,0,-0.96,-0.1,0.11,
67482,0,-0.96,-0.1,0.11,
67484,0,-0.96,-0.1,0.11,
67486,0,-0.96,-0.1,0.11,
67487,0,-0.96,-0.1,0.11,
67489,0,-0.96,-0.09,0.12,
67491,0,-0.97,-0.09,0.12,
67492,0,-0.97,-0.09,0.12,
67494,0,-0.97,-0.09,0.12,
67496,0,-0.97,-0.09,0.12,
67497,0,-0.97,-0.09,0.12,
67499,0,-0.96,-0.07,0.14,
67501,0,-0.96,-0.07,0.14,
67502,0,-0.96,-0.07,0.14,
67504,0,-0.96,-0.07,0.14,
67506,0,-0.96,-0.07,0.14,
67507,0,-0.96,-0.07,0.14,
67509,0,-0.95,-0.07,0.14,
67511,0,-0.95,-0.07,0.14,
67512,0,-0.95,-0.07,0.14,
67514,0,-0.95,-0.07,0.14,
67516,0,-0.95,-0.07,0.14,
67517,0,-0.95,-0.07,0.14,
67519,0,-0.96,-0.08,0.15,
67521,0,-0.96,-0.08,0.15,
67522,0,-0.96,-0.08,0.15,
67524,0,-0.96,-0.08,0.15,
67526,0,-0.96,-0.08,0.15,
67527,0,-0.96,-0.08,0.15,
67529,0,-0.96,-0.09,0.16,
67531,0,-0.96,-0.09,0.16,
67532,0,-0.96,-0.09,0.16,
67534,0,-0.96,-0.09,0.16,
67536,0,-0.96,-0.09,0.16,
67537,0,-0.96,-0.09,0.16,
67539,0,-0.97,-0.11,0.16,
67541,0,-0.97,-0.11,0.16,
67542,0,-0.97,-0.11,0.16,
67544,0,-0.97,-0.11,0.16,
67546,0,-0.97,-0.11,0.16,
67547,0,-0.97,-0.11,0.16,
67549,0,-0.97,-0.11,0.14,
67551,0,-0.97,-0.11,0.14,
67552,0,-0.97,-0.11,0.14,
67554,0,-0.97,-0.11,0.14,
67556,0,-0.97,-0.11,0.14,
67557,0,-0.97,-0.11,0.12,
67559,0,-0.97,-0.11,0.12,
67561,0,-0.97,-0.11,0.12,
67562,0,-0.97,-0.11,0.12,
67564,0,-0.97,-0.11,0.12,
67566,0,-0.97,-0.11,0.12,
67567,0,-0.98,-0.11,0.11,
67569,0,-0.98,-0.11,0.11,
67571,0,-0.98,-0.11,0.11,
67572,0,-0.98,-0.11,0.11,
67574,0,-0.98,-0.11,0.11,
67576,0,-0.98,-0.11,0.11,
67577,0,-0.97,-0.12,0.11,
67579,0,-0.97,-0.12,0.11,
67581,0,-0.97,-0.12,0.11,
67582,0,-0.97,-0.12,0.11,
67584,0,-0.97,-0.12,0.11,
67586,0,-0.97,-0.12,0.11,
67587,0,-0.97,-0.1,0.11,
67589,0,-0.97,-0.1,0.11,
67591,0,-0.97,-0.1,0.11,
67592,0,-0.97,-0.1,0.11,
67594,0,-0.97,-0.1,0.11,
67596,0,-0.97,-0.1,0.11,
67597,0,-0.96,-0.09,0.12,
67599,0,-0.96,-0.09,0.12,
67601,0,-0.96,-0.09,0.12,
67602,0,-0.96,-0.09,0.12,
67604,0,-0.96,-0.09,0.12,
