Accuracy,Precision,Sensitivity,Specificity,F1
0.65,0.6406665303618891,0.6567037205081669,0.6982758620689655,0.623646799544695
0.6214285714285714,0.5753393250183418,0.6083891610838916,0.6167883211678832,0.5940498361583253
0.7139737991266376,0.6902434786386047,0.6860247919850568,0.8013245033112583,0.6898660515902406
0.6028708133971292,0.6104087942287874,0.5669004400440043,0.5925925925925926,0.6070798083316138
0.7596153846153846,0.7476481057716755,0.7382075471698113,0.7122641509433962,0.7451864179552967
