Accuracy,Precision,Sensitivity,Specificity,F1
0.5958132045088567,0.6081818181818182,0.6108377301604393,0.6892430278884463,0.5952086011452612
0.4807073954983923,0.48755762755762755,0.48630496259806605,0.46798029556650245,0.47174901333866215
0.5427728613569321,0.5159873427933702,0.517272436735524,0.5973154362416108,0.513616335900474
0.5573505654281099,0.5584967114909304,0.558376881270903,0.528125,0.5572939505940822
0.586038961038961,0.5803791248850897,0.5851009083993377,0.5811965811965812,0.577213452299245
