Accuracy,Precision,Sensitivity,Specificity,F1
0.7777777777777778,0.7916666666666667,0.7625,0.9,0.7662337662337663
0.9375,0.9444444444444444,0.9375,0.875,0.9372549019607843
0.9375,0.9444444444444444,0.9375,1.0,0.9372549019607843
0.6875,0.7181818181818183,0.6875,0.5,0.6761133603238867
0.6875,0.7181818181818183,0.6875,0.875,0.6761133603238867
