Accuracy,Precision,Sensitivity,Specificity,F1
0.7777777777777778,0.775,0.775,0.8,0.775
0.8125,0.9,0.875,0.75,0.8056680161943319
0.9375,0.9444444444444444,0.9375,1.0,0.9372549019607843
0.5,0.5,0.5625,0.375,0.6761133603238867
0.625,0.6333333333333333,0.625,0.875,0.6761133603238867
