Accuracy,Precision,Sensitivity,Specificity,F1
0.8333333333333334,0.8376623376623377,0.775,0.9,0.8285714285714285
0.8125,0.8333333333333333,0.75,0.625,0.8056680161943319
0.9375,0.9444444444444444,0.875,1.0,0.9372549019607843
0.9375,0.75,0.875,0.75,0.8117647058823529
0.8125,0.6904761904761905,0.5,0.875,0.8117647058823529
