Model,Accuracy,Precision,Sensitivity,Specificity,F1
Logistic Regression,0.4859447304756376,0.5548903143224904,0.5646126596664096,0.6470220738106984,0.46352694678826134
Support Vector Machine,0.486892681167558,0.5093508211800684,0.5159932754607557,0.5625327217757423,0.45147184267853024
Random Forest,0.5769903655080875,0.5889860964371155,0.6308228226852867,0.6749118047044592,0.539941821992294
"ANN (1,1)",0.45688054800486533,0.39243242946566487,0.5423709752468033,0.6305163655514858,0.5365718269044679
"ANN (1,2)",0.45793851870443697,0.5201009623217148,0.5792930473350001,0.6524275787012145,0.49677568066048305
"ANN (1,3)",0.4931465622110136,0.5870067629414567,0.6073888839330234,0.598205148166064,0.537574348830265
"ANN (1,4)",0.5798699895824165,0.5912786945023273,0.6073531192969474,0.618900979702424,0.5246532031886794
"ANN (1,5)",0.5663477218139831,0.586589504528387,0.6333969324271261,0.6683243894965496,0.5343624561707455
"ANN (2,1)",0.5674624693127172,0.3577181340882446,0.6135415881599754,0.4286921209351841,0.47051076520651486
"ANN (2,2)",0.557489569625879,0.5796598532833946,0.6367832749594792,0.6050730711769658,0.5201984015790171
"ANN (2,3)",0.5741919074497117,0.576459804174448,0.6268342456539712,0.6728458942764962,0.5265621227773349
"ANN (2,4)",0.5285626495767085,0.5825451839742601,0.636538599761131,0.6353221444857022,0.5147893750823771
"ANN (2,5)",0.5690787494622017,0.5759245324983381,0.6288154701598798,0.6494458772728516,0.517656685796831
"ANN (3,1)",0.55854150087259,0.46682264608484686,0.6315012865313492,0.6773807826462297,0.4865258263760648
"ANN (3,2)",0.5550743193972834,0.5769446326278901,0.6207559041959068,0.6583436506785361,0.5226383091019005
"ANN (3,3)",0.5505477456342133,0.5723575180246014,0.6222855475809784,0.6097030836796645,0.5189900536366417
"ANN (3,4)",0.5365973213359947,0.577873306251514,0.6115458143795662,0.6353517764514589,0.514131364925244
"ANN (3,5)",0.5435286974651447,0.581122038329508,0.6104197609034195,0.6147806772542129,0.5297006184918159
"ANN (4,1)",0.5537739845883057,0.5823588943409359,0.6287921977380106,0.5990008807793517,0.40048818750966325
"ANN (4,2)",0.5584394359546148,0.5751713231320338,0.6096983364268275,0.6433940393940646,0.512922226926207
"ANN (4,3)",0.5600348977576026,0.570320773806268,0.62757920381801,0.639020804885137,0.5268110010649002
"ANN (4,4)",0.542624262611252,0.5754464051240749,0.6096215286305666,0.6344780032147893,0.5080468061337948
"ANN (4,5)",0.5490820798091574,0.5786910509014749,0.6256692480891219,0.6476722097428128,0.504679454363689
"ANN (5,1)",0.5697782592815156,0.5725573036307388,0.6225893569256349,0.649868046039353,0.5130075135009937
"ANN (5,2)",0.5610178333022595,0.5825690256563052,0.6408777135814357,0.6459739630352546,0.517294301213565
"ANN (5,3)",0.5345118163062271,0.5789543626917736,0.6175713381436276,0.6450691596729513,0.5239382546053106
"ANN (5,4)",0.5438048858102351,0.5818714686304242,0.616395690430019,0.6227653854400339,0.5174889609278669
"ANN (5,5)",0.5418175952597577,0.5685663602735369,0.6149336986548788,0.6459213227658603,0.5208960135829308
