Model,Accuracy,Precision,Sensitivity,Specificity,F1
Logistic Regression,0.5919557656229809,0.5910733870626277,0.5931143241344149,0.6557222717477154,0.5799558264455429
Support Vector Machine,0.5241184074104613,0.5230438296294846,0.5237710406361484,0.5301858437585096,0.5161195430763834
Random Forest,0.6351348731193409,0.6346101550155261,0.6362174845701893,0.6570411547842646,0.621688349402925
"ANN (1,1)",0.46857947426824065,0.5472553877087158,0.5860834734807782,0.5754266781075481,0.4772860454664379
"ANN (1,2)",0.6229785415932256,0.6267367393965404,0.5693372658625482,0.6656902866520286,0.5563086195914082
"ANN (1,3)",0.6210827364732242,0.6270379043367239,0.6260482259424965,0.6549443866950482,0.6089748479040649
"ANN (1,4)",0.6252710066583516,0.6215342786397862,0.6277566238223293,0.6486272743609492,0.6065967159818256
"ANN (1,5)",0.6232843617602224,0.6261434740076839,0.6290978135849767,0.648260103648581,0.5448280626987219
"ANN (2,1)",0.5521911930214298,0.520516454018629,0.5861357422495511,0.729984144183403,0.6059831394747656
"ANN (2,2)",0.6148182942190209,0.615725618646694,0.6192148732435495,0.6383725674805305,0.5413951080779411
"ANN (2,3)",0.6184193528627444,0.6061489078905081,0.6272421447657718,0.6385355879430321,0.6026910773471572
"ANN (2,4)",0.6240846166249663,0.6290549914891129,0.618623712573847,0.6519659489469776,0.6117674418673198
"ANN (2,5)",0.6216621194929711,0.6246326229366459,0.6126661525083804,0.6639037648235793,0.6052166280612928
"ANN (3,1)",0.6091133104397094,0.6243405653382023,0.5478957794376561,0.7178261241954108,0.5472127574920754
"ANN (3,2)",0.6126525682331321,0.6201837189560131,0.6275564401213135,0.5036381550948387,0.528986565151633
"ANN (3,3)",0.6124238020410943,0.6171411623080253,0.6128875876914103,0.6663563088162976,0.6050897002302102
"ANN (3,4)",0.6303695531570419,0.6173070981001144,0.6268362260136844,0.6341305348448516,0.6064170400887412
"ANN (3,5)",0.6186804300517028,0.6220279125917341,0.6157314904049503,0.6302557464712709,0.6054994326190842
"ANN (4,1)",0.6184735891739054,0.6179315285463389,0.6025530386351454,0.8185905966643293,0.47844707546851756
"ANN (4,2)",0.5789004197542289,0.614008442319966,0.6170203045866195,0.6573959264324335,0.6048353084698144
"ANN (4,3)",0.6136840759342181,0.6136232855519677,0.6202672117020205,0.7518327327653153,0.6053306070487711
"ANN (4,4)",0.6111467137028039,0.6153875457391427,0.6138494571605098,0.660137609413586,0.6024921396141081
"ANN (4,5)",0.608491617919746,0.6159612880616707,0.6196931434997541,0.6542134057403575,0.6010241395087216
"ANN (5,1)",0.5673645244712361,0.6257794034963324,0.6233505190157429,0.6583124891422232,0.6091064142258384
"ANN (5,2)",0.6011056786801229,0.6237849201577653,0.6186744220136045,0.6130561630401277,0.601749555426297
"ANN (5,3)",0.6147354787351917,0.6107560550365948,0.6234457343354066,0.6569510061422829,0.5976384331667765
"ANN (5,4)",0.6188237868497765,0.6164691297817237,0.6198063388812726,0.6305486468908594,0.6038094472511831
"ANN (5,5)",0.6178497866990241,0.6170525595940612,0.6223543959950725,0.6472540690821116,0.6042652686908734
