t,l,x,y,z,
2841598,1,-0.95,-0.14,0.19,
2841600,1,-0.95,-0.14,0.19,
2841601,1,-0.95,-0.14,0.18,
2841603,1,-0.95,-0.14,0.18,
2841605,1,-0.95,-0.14,0.18,
2841606,1,-0.95,-0.14,0.18,
2841608,1,-0.95,-0.14,0.18,
2841610,1,-0.95,-0.14,0.18,
2841611,1,-0.96,-0.15,0.17,
2841613,1,-0.96,-0.15,0.17,
2841615,1,-0.96,-0.15,0.17,
2841616,1,-0.96,-0.15,0.17,
2841618,1,-0.96,-0.15,0.17,
2841620,1,-0.96,-0.15,0.16,
2841621,1,-0.95,-0.15,0.16,
2841623,1,-0.95,-0.15,0.16,
2841625,1,-0.95,-0.15,0.16,
2841626,1,-0.95,-0.15,0.16,
2841628,1,-0.95,-0.15,0.16,
2841630,1,-0.95,-0.16,0.15,
2841631,1,-0.95,-0.16,0.15,
2841633,1,-0.95,-0.16,0.15,
2841634,1,-0.95,-0.16,0.15,
2841636,1,-0.95,-0.16,0.15,
2841638,1,-0.95,-0.16,0.15,
2841639,1,-0.96,-0.17,0.14,
2841641,1,-0.96,-0.17,0.14,
2841643,1,-0.96,-0.17,0.14,
2841644,1,-0.96,-0.17,0.14,
2841646,1,-0.96,-0.17,0.14,
2841648,1,-0.96,-0.17,0.14,
2841649,1,-0.96,-0.17,0.15,
2841651,1,-0.96,-0.17,0.15,
2841653,1,-0.96,-0.17,0.15,
2841654,1,-0.96,-0.17,0.15,
2841656,1,-0.96,-0.17,0.15,
2841658,1,-0.96,-0.17,0.15,
2841659,1,-0.95,-0.16,0.15,
2841661,1,-0.95,-0.16,0.15,
2841663,1,-0.95,-0.16,0.15,
2841664,1,-0.95,-0.16,0.15,
2841666,1,-0.95,-0.16,0.15,
2841668,1,-0.95,-0.16,0.15,
2841669,1,-0.95,-0.15,0.15,
2841671,1,-0.95,-0.15,0.15,
2841673,1,-0.95,-0.15,0.15,
2841674,1,-0.95,-0.15,0.15,
2841676,1,-0.95,-0.15,0.15,
2841678,1,-0.95,-0.15,0.15,
2841679,1,-0.96,-0.14,0.16,
2841681,1,-0.96,-0.14,0.16,
2841683,1,-0.96,-0.14,0.16,
2841685,1,-0.96,-0.14,0.16,
2841686,1,-0.96,-0.14,0.16,
2841688,1,-0.96,-0.14,0.16,
2841690,1,-0.95,-0.14,0.16,
2841691,1,-0.95,-0.14,0.16,
2841693,1,-0.95,-0.14,0.16,
2841695,1,-0.95,-0.14,0.16,
2841696,1,-0.95,-0.14,0.16,
2841698,1,-0.94,-0.15,0.17,
2841700,1,-0.94,-0.15,0.17,
2841701,1,-0.94,-0.15,0.17,
2841703,1,-0.94,-0.15,0.17,
2841705,1,-0.94,-0.15,0.17,
2841706,1,-0.94,-0.15,0.17,
2841708,1,-0.95,-0.16,0.17,
2841710,1,-0.95,-0.16,0.17,
2841711,1,-0.95,-0.16,0.17,
2841713,1,-0.95,-0.16,0.17,
2841715,1,-0.95,-0.16,0.17,
2841716,1,-0.95,-0.16,0.17,
2841718,1,-0.95,-0.16,0.17,
2841720,1,-0.95,-0.16,0.17,
2841721,1,-0.95,-0.16,0.17,
2841723,1,-0.95,-0.16,0.17,
2841725,1,-0.95,-0.16,0.17,
2841726,1,-0.95,-0.16,0.17,
2841728,1,-0.96,-0.17,0.16,
2841730,1,-0.96,-0.17,0.16,
2841731,1,-0.96,-0.17,0.16,
2841733,1,-0.96,-0.17,0.16,
2841735,1,-0.96,-0.17,0.16,
2841736,1,-0.96,-0.17,0.16,
2841738,1,-0.96,-0.17,0.15,
2841740,1,-0.96,-0.17,0.15,
2841741,1,-0.96,-0.17,0.15,
2841743,1,-0.96,-0.17,0.15,
2841745,1,-0.96,-0.17,0.15,
2841746,1,-0.96,-0.17,0.14,
2841748,1,-0.96,-0.17,0.14,
2841750,1,-0.96,-0.17,0.14,
2841751,1,-0.96,-0.17,0.14,
2841753,1,-0.96,-0.17,0.14,
2841755,1,-0.96,-0.17,0.14,
2841756,1,-0.96,-0.17,0.14,
2841758,1,-0.96,-0.17,0.14,
2841760,1,-0.96,-0.17,0.14,
2841761,1,-0.96,-0.17,0.14,
2841763,1,-0.96,-0.17,0.14,
2841765,1,-0.96,-0.17,0.14,
2841766,1,-0.96,-0.16,0.15,
2841768,1,-0.96,-0.16,0.15,
2841770,1,-0.96,-0.16,0.15,
2841771,1,-0.96,-0.16,0.15,
2841773,1,-0.96,-0.16,0.15,
2841775,1,-0.96,-0.16,0.15,
2841776,1,-0.95,-0.15,0.17,
2841778,1,-0.95,-0.15,0.17,
2841780,1,-0.95,-0.15,0.17,
2841781,1,-0.95,-0.15,0.17,
2841783,1,-0.95,-0.15,0.17,
2841785,1,-0.95,-0.15,0.17,
2841786,1,-0.95,-0.15,0.2,
2841788,1,-0.95,-0.15,0.2,
2841790,1,-0.95,-0.15,0.2,
2841791,1,-0.95,-0.15,0.2,
2841793,1,-0.95,-0.15,0.2,
2841795,1,-0.95,-0.15,0.2,
2841797,1,-0.94,-0.13,0.2,
2841798,1,-0.94,-0.13,0.2,
2841800,1,-0.94,-0.13,0.2,
2841801,1,-0.94,-0.13,0.2,
2841803,1,-0.94,-0.13,0.2,
2841805,1,-0.94,-0.13,0.2,
2841806,1,-0.95,-0.14,0.19,
2841808,1,-0.95,-0.14,0.19,
2841810,1,-0.95,-0.14,0.19,
2841812,1,-0.95,-0.14,0.19,
2841813,1,-0.95,-0.14,0.19,
2841815,1,-0.95,-0.14,0.18,
2841817,1,-0.95,-0.14,0.18,
2841818,1,-0.95,-0.14,0.18,
2841820,1,-0.95,-0.14,0.18,
2841822,1,-0.95,-0.14,0.18,
2841823,1,-0.95,-0.14,0.18,
2841825,1,-0.96,-0.15,0.16,
2841827,1,-0.96,-0.15,0.16,
2841828,1,-0.96,-0.15,0.16,
2841830,1,-0.96,-0.15,0.16,
2841832,1,-0.96,-0.15,0.16,
2841833,1,-0.96,-0.15,0.16,
2841835,1,-0.95,-0.15,0.13,
2841837,1,-0.95,-0.15,0.13,
2841838,1,-0.95,-0.15,0.13,
2841840,1,-0.95,-0.15,0.13,
2841842,1,-0.95,-0.15,0.13,
2841843,1,-0.95,-0.15,0.13,
2841845,1,-0.96,-0.16,0.12,
2841847,1,-0.96,-0.16,0.12,
2841848,1,-0.96,-0.16,0.12,
2841850,1,-0.96,-0.16,0.12,
2841852,1,-0.96,-0.16,0.12,
2841853,1,-0.96,-0.16,0.12,
2841855,1,-0.96,-0.17,0.13,
2841857,1,-0.96,-0.17,0.13,
2841858,1,-0.96,-0.17,0.13,
2841860,1,-0.96,-0.17,0.13,
2841862,1,-0.96,-0.17,0.13,
2841863,1,-0.96,-0.17,0.13,
2841865,1,-0.96,-0.16,0.13,
2841867,1,-0.96,-0.16,0.13,
2841868,1,-0.96,-0.16,0.13,
2841870,1,-0.96,-0.16,0.13,
2841872,1,-0.96,-0.16,0.13,
2841873,1,-0.96,-0.16,0.13,
2841875,1,-0.95,-0.15,0.15,
2841876,1,-0.95,-0.15,0.15,
2841878,1,-0.95,-0.15,0.15,
2841880,1,-0.95,-0.15,0.15,
2841881,1,-0.95,-0.15,0.15,
2841883,1,-0.95,-0.15,0.15,
2841885,1,-0.95,-0.14,0.16,
2841886,1,-0.95,-0.14,0.16,
2841888,1,-0.95,-0.14,0.16,
2841890,1,-0.95,-0.14,0.16,
2841891,1,-0.95,-0.14,0.16,
2841893,1,-0.95,-0.13,0.17,
2841895,1,-0.94,-0.13,0.17,
2841897,1,-0.94,-0.13,0.17,
2841898,1,-0.94,-0.13,0.17,
2841900,1,-0.94,-0.13,0.17,
2841902,1,-0.94,-0.13,0.17,
2841903,1,-0.95,-0.14,0.19,
2841905,1,-0.95,-0.14,0.19,
2841907,1,-0.95,-0.14,0.19,
2841908,1,-0.95,-0.14,0.19,
2841910,1,-0.95,-0.14,0.19,
2841912,1,-0.95,-0.14,0.19,
2841913,1,-0.95,-0.14,0.18,
2841915,1,-0.95,-0.14,0.18,
2841917,1,-0.95,-0.14,0.18,
2841919,1,-0.95,-0.14,0.18,
2841920,1,-0.95,-0.14,0.18,
2841922,1,-0.95,-0.14,0.18,
2841924,1,-0.95,-0.15,0.18,
2841925,1,-0.95,-0.15,0.18,
2841927,1,-0.95,-0.15,0.18,
2841929,1,-0.95,-0.15,0.18,
2841930,1,-0.95,-0.15,0.18,
2841932,1,-0.95,-0.15,0.17,
2841934,1,-0.95,-0.16,0.17,
2841935,1,-0.95,-0.16,0.17,
2841937,1,-0.95,-0.16,0.17,
2841939,1,-0.95,-0.16,0.17,
2841940,1,-0.95,-0.16,0.17,
2841942,1,-0.95,-0.17,0.16,
2841944,1,-0.95,-0.17,0.16,
2841945,1,-0.95,-0.17,0.16,
2841947,1,-0.95,-0.17,0.16,
2841949,1,-0.95,-0.17,0.16,
2841950,1,-0.95,-0.17,0.16,
2841952,1,-0.96,-0.17,0.15,
2841954,1,-0.96,-0.17,0.15,
2841955,1,-0.96,-0.17,0.15,
2841957,1,-0.96,-0.17,0.15,
2841959,1,-0.96,-0.17,0.15,
2841961,1,-0.96,-0.17,0.15,
2841962,1,-0.96,-0.16,0.15,
2841964,1,-0.96,-0.16,0.15,
2841966,1,-0.96,-0.16,0.15,
2841967,1,-0.96,-0.16,0.15,
2841969,1,-0.96,-0.16,0.15,
2841971,1,-0.96,-0.16,0.15,
2841972,1,-0.96,-0.16,0.14,
2841974,1,-0.96,-0.16,0.14,
2841976,1,-0.96,-0.16,0.14,
2841977,1,-0.96,-0.16,0.14,
2841979,1,-0.96,-0.16,0.14,
2841981,1,-0.96,-0.16,0.14,
2841982,1,-0.96,-0.17,0.14,
2841984,1,-0.96,-0.17,0.14,
2841986,1,-0.96,-0.17,0.14,
2841987,1,-0.96,-0.17,0.14,
2841989,1,-0.96,-0.17,0.14,
2841991,1,-0.96,-0.17,0.14,
2841992,1,-0.96,-0.17,0.14,
2841994,1,-0.96,-0.17,0.14,
2841996,1,-0.96,-0.17,0.14,
2841997,1,-0.96,-0.17,0.14,
2841999,1,-0.96,-0.17,0.14,
2842001,1,-0.96,-0.16,0.15,
2842002,1,-0.96,-0.16,0.15,
2842004,1,-0.96,-0.16,0.15,
2842006,1,-0.96,-0.16,0.15,
2842007,1,-0.96,-0.16,0.15,
2842009,1,-0.96,-0.16,0.15,
2842011,1,-0.95,-0.15,0.17,
2842012,1,-0.95,-0.15,0.17,
2842014,1,-0.95,-0.15,0.17,
2842016,1,-0.95,-0.15,0.17,
2842017,1,-0.95,-0.15,0.17,
2842019,1,-0.95,-0.15,0.17,
2842021,1,-0.95,-0.14,0.17,
2842022,1,-0.95,-0.14,0.17,
2842024,1,-0.95,-0.14,0.17,
2842026,1,-0.95,-0.14,0.17,
2842027,1,-0.95,-0.14,0.17,
2842029,1,-0.95,-0.14,0.17,
2842031,1,-0.95,-0.13,0.18,
2842032,1,-0.95,-0.13,0.18,
2842034,1,-0.95,-0.13,0.18,
2842036,1,-0.95,-0.13,0.18,
2842037,1,-0.95,-0.13,0.18,
2842039,1,-0.95,-0.13,0.18,
2842041,1,-0.95,-0.13,0.19,
2842042,1,-0.95,-0.13,0.19,
2842044,1,-0.95,-0.13,0.19,
2842046,1,-0.95,-0.13,0.19,
2842047,1,-0.95,-0.13,0.19,
2842049,1,-0.95,-0.13,0.19,
2842051,1,-0.95,-0.14,0.18,
2842052,1,-0.95,-0.14,0.18,
2842054,1,-0.95,-0.14,0.18,
2842056,1,-0.95,-0.14,0.18,
2842057,1,-0.95,-0.14,0.18,
2842059,1,-0.95,-0.14,0.16,
2842061,1,-0.95,-0.15,0.16,
2842062,1,-0.95,-0.15,0.16,
2842064,1,-0.95,-0.15,0.16,
2842066,1,-0.95,-0.15,0.16,
2842068,1,-0.95,-0.15,0.16,
2842069,1,-0.96,-0.16,0.15,
2842071,1,-0.96,-0.16,0.15,
2842073,1,-0.96,-0.16,0.15,
2842074,1,-0.96,-0.16,0.15,
2842076,1,-0.96,-0.16,0.15,
2842078,1,-0.96,-0.16,0.15,
2842079,1,-0.96,-0.17,0.14,
2842081,1,-0.96,-0.17,0.14,
2842083,1,-0.96,-0.17,0.14,
2842084,1,-0.96,-0.17,0.14,
2842086,1,-0.96,-0.17,0.14,
2842088,1,-0.96,-0.17,0.14,
2842089,1,-0.96,-0.18,0.14,
2842091,1,-0.96,-0.18,0.14,
2842093,1,-0.96,-0.18,0.14,
2842094,1,-0.96,-0.18,0.14,
2842096,1,-0.96,-0.18,0.14,
2842098,1,-0.96,-0.18,0.14,
2842099,1,-0.96,-0.18,0.13,
2842101,1,-0.96,-0.18,0.13,
2842103,1,-0.96,-0.18,0.13,
2842104,1,-0.96,-0.18,0.13,
2842106,1,-0.96,-0.18,0.13,
2842108,1,-0.96,-0.18,0.13,
2842109,1,-0.95,-0.18,0.13,
2842111,1,-0.95,-0.18,0.13,
2842113,1,-0.95,-0.18,0.13,
2842115,1,-0.95,-0.18,0.13,
2842116,1,-0.95,-0.18,0.13,
2842118,1,-0.95,-0.18,0.13,
2842120,1,-0.97,-0.18,0.13,
2842121,1,-0.97,-0.18,0.13,
2842123,1,-0.97,-0.18,0.13,
2842125,1,-0.97,-0.18,0.13,
2842126,1,-0.97,-0.18,0.13,
2842128,1,-0.96,-0.17,0.14,
2842130,1,-0.96,-0.17,0.14,
2842131,1,-0.96,-0.17,0.14,
2842133,1,-0.96,-0.17,0.14,
2842135,1,-0.96,-0.17,0.14,
2842136,1,-0.96,-0.17,0.14,
2842138,1,-0.95,-0.16,0.15,
2842140,1,-0.95,-0.16,0.15,
2842141,1,-0.95,-0.16,0.15,
2842143,1,-0.95,-0.16,0.15,
2842145,1,-0.95,-0.16,0.15,
2842146,1,-0.95,-0.16,0.15,
2842148,1,-0.95,-0.15,0.16,
2842149,1,-0.95,-0.15,0.16,
2842151,1,-0.95,-0.15,0.16,
2842153,1,-0.95,-0.15,0.16,
2842154,1,-0.95,-0.15,0.16,
2842156,1,-0.95,-0.15,0.16,
2842158,1,-0.94,-0.14,0.17,
2842159,1,-0.94,-0.14,0.17,
2842161,1,-0.94,-0.14,0.17,
2842163,1,-0.94,-0.14,0.17,
2842165,1,-0.94,-0.14,0.17,
2842166,1,-0.94,-0.14,0.17,
2842168,1,-0.94,-0.14,0.18,
2842170,1,-0.94,-0.14,0.18,
2842171,1,-0.94,-0.14,0.18,
2842173,1,-0.94,-0.14,0.18,
2842175,1,-0.94,-0.14,0.18,
2842176,1,-0.94,-0.14,0.17,
2842178,1,-0.94,-0.14,0.17,
2842180,1,-0.94,-0.14,0.17,
2842181,1,-0.94,-0.14,0.17,
2842183,1,-0.94,-0.14,0.17,
2842185,1,-0.94,-0.14,0.17,
2842186,1,-0.95,-0.14,0.17,
2842188,1,-0.95,-0.14,0.17,
2842190,1,-0.95,-0.14,0.17,
2842191,1,-0.95,-0.14,0.17,
2842193,1,-0.95,-0.14,0.17,
2842195,1,-0.95,-0.14,0.17,
2842196,1,-0.96,-0.15,0.17,
2842198,1,-0.96,-0.15,0.17,
2842200,1,-0.96,-0.15,0.17,
2842201,1,-0.96,-0.15,0.17,
2842203,1,-0.96,-0.15,0.17,
2842205,1,-0.96,-0.15,0.17,
2842207,1,-0.96,-0.16,0.15,
2842208,1,-0.96,-0.16,0.15,
2842210,1,-0.96,-0.16,0.15,
2842212,1,-0.96,-0.16,0.15,
2842213,1,-0.96,-0.16,0.15,
2842215,1,-0.96,-0.16,0.15,
2842217,1,-0.96,-0.16,0.14,
2842218,1,-0.96,-0.16,0.14,
2842220,1,-0.96,-0.16,0.14,
2842222,1,-0.96,-0.16,0.14,
2842223,1,-0.96,-0.16,0.14,
2842225,1,-0.96,-0.16,0.14,
2842227,1,-0.96,-0.16,0.14,
2842228,1,-0.96,-0.16,0.14,
2842230,1,-0.96,-0.16,0.14,
2842232,1,-0.96,-0.16,0.14,
2842233,1,-0.96,-0.16,0.14,
2842235,1,-0.96,-0.16,0.13,
2842237,1,-0.96,-0.16,0.13,
2842238,1,-0.96,-0.16,0.13,
2842240,1,-0.96,-0.16,0.13,
2842242,1,-0.96,-0.16,0.13,
2842243,1,-0.96,-0.16,0.13,
2842245,1,-0.97,-0.17,0.14,
2842247,1,-0.97,-0.17,0.14,
2842248,1,-0.97,-0.17,0.14,
2842250,1,-0.97,-0.17,0.14,
2842252,1,-0.97,-0.17,0.14,
2842253,1,-0.97,-0.17,0.14,
2842255,1,-0.96,-0.16,0.15,
2842257,1,-0.96,-0.16,0.15,
2842259,1,-0.96,-0.16,0.15,
2842260,1,-0.96,-0.16,0.15,
2842262,1,-0.96,-0.16,0.15,
2842264,1,-0.96,-0.16,0.15,
2842265,1,-0.95,-0.15,0.16,
2842267,1,-0.95,-0.15,0.16,
2842269,1,-0.95,-0.15,0.16,
2842270,1,-0.95,-0.15,0.16,
2842272,1,-0.95,-0.15,0.16,
2842274,1,-0.95,-0.15,0.16,
2842275,1,-0.95,-0.15,0.16,
2842277,1,-0.95,-0.15,0.16,
2842279,1,-0.95,-0.15,0.16,
2842280,1,-0.95,-0.15,0.16,
2842282,1,-0.95,-0.15,0.16,
2842284,1,-0.95,-0.15,0.16,
2842285,1,-0.95,-0.14,0.17,
2842287,1,-0.95,-0.14,0.17,
2842289,1,-0.95,-0.14,0.17,
2842290,1,-0.95,-0.14,0.17,
2842292,1,-0.95,-0.14,0.17,
2842294,1,-0.95,-0.14,0.17,
2842295,1,-0.95,-0.15,0.17,
2842297,1,-0.95,-0.15,0.17,
2842299,1,-0.95,-0.15,0.17,
2842300,1,-0.95,-0.15,0.17,
2842302,1,-0.95,-0.15,0.17,
2842304,1,-0.95,-0.16,0.16,
2842305,1,-0.95,-0.16,0.16,
2842307,1,-0.95,-0.16,0.16,
2842309,1,-0.95,-0.16,0.16,
2842310,1,-0.95,-0.16,0.16,
2842312,1,-0.95,-0.16,0.16,
2842314,1,-0.95,-0.16,0.15,
2842315,1,-0.95,-0.16,0.15,
2842317,1,-0.95,-0.16,0.15,
2842319,1,-0.95,-0.16,0.15,
2842320,1,-0.95,-0.16,0.15,
2842322,1,-0.95,-0.16,0.15,
2842324,1,-0.95,-0.16,0.15,
2842325,1,-0.95,-0.16,0.15,
2842327,1,-0.95,-0.16,0.15,
2842329,1,-0.95,-0.16,0.15,
2842330,1,-0.95,-0.16,0.15,
2842332,1,-0.95,-0.16,0.15,
2842334,1,-0.96,-0.17,0.14,
2842335,1,-0.96,-0.17,0.14,
2842337,1,-0.96,-0.17,0.14,
2842339,1,-0.96,-0.17,0.14,
2842340,1,-0.96,-0.17,0.14,
2842342,1,-0.96,-0.17,0.14,
2842344,1,-0.96,-0.17,0.13,
2842345,1,-0.96,-0.17,0.13,
2842347,1,-0.96,-0.17,0.13,
2842349,1,-0.96,-0.17,0.13,
2842350,1,-0.96,-0.17,0.13,
2842352,1,-0.96,-0.17,0.12,
2842354,1,-0.96,-0.16,0.12,
2842355,1,-0.96,-0.16,0.12,
2842357,1,-0.96,-0.16,0.12,
2842359,1,-0.96,-0.16,0.12,
2842360,1,-0.96,-0.16,0.12,
2842362,1,-0.95,-0.15,0.13,
2842364,1,-0.95,-0.15,0.13,
2842365,1,-0.95,-0.15,0.13,
2842367,1,-0.95,-0.15,0.13,
2842369,1,-0.95,-0.15,0.13,
2842371,1,-0.95,-0.15,0.13,
2842372,1,-0.95,-0.14,0.15,
2842374,1,-0.95,-0.14,0.15,
2842376,1,-0.95,-0.14,0.15,
2842377,1,-0.95,-0.14,0.15,
2842379,1,-0.95,-0.14,0.15,
2842381,1,-0.95,-0.14,0.15,
2842382,1,-0.95,-0.15,0.17,
2842384,1,-0.95,-0.15,0.17,
2842386,1,-0.95,-0.15,0.17,
2842387,1,-0.95,-0.15,0.17,
2842389,1,-0.95,-0.15,0.17,
2842391,1,-0.95,-0.15,0.17,
2842392,1,-0.96,-0.16,0.19,
2842394,1,-0.96,-0.16,0.19,
2842396,1,-0.96,-0.16,0.19,
2842397,1,-0.96,-0.16,0.19,
2842399,1,-0.96,-0.16,0.19,
2842401,1,-0.96,-0.16,0.19,
2842402,1,-0.95,-0.15,0.17,
2842404,1,-0.95,-0.15,0.17,
2842406,1,-0.95,-0.15,0.17,
2842407,1,-0.95,-0.15,0.17,
2842409,1,-0.95,-0.15,0.17,
2842411,1,-0.95,-0.15,0.17,
2842412,1,-0.95,-0.15,0.18,
2842414,1,-0.95,-0.15,0.18,
2842416,1,-0.95,-0.15,0.18,
2842417,1,-0.95,-0.15,0.18,
2842419,1,-0.95,-0.15,0.18,
2842421,1,-0.95,-0.15,0.16,
2842422,1,-0.95,-0.15,0.16,
2842424,1,-0.95,-0.15,0.16,
2842426,1,-0.95,-0.15,0.16,
2842427,1,-0.95,-0.15,0.16,
2842429,1,-0.95,-0.15,0.16,
2842431,1,-0.96,-0.15,0.14,
2842432,1,-0.96,-0.15,0.14,
2842434,1,-0.96,-0.15,0.14,
2842436,1,-0.96,-0.15,0.14,
2842437,1,-0.96,-0.15,0.14,
2842439,1,-0.96,-0.15,0.14,
2842441,1,-0.96,-0.15,0.14,
2842442,1,-0.96,-0.15,0.14,
2842444,1,-0.96,-0.15,0.14,
2842446,1,-0.96,-0.15,0.14,
2842447,1,-0.96,-0.15,0.14,
2842449,1,-0.96,-0.15,0.14,
2842451,1,-0.96,-0.17,0.13,
2842452,1,-0.96,-0.17,0.13,
2842454,1,-0.96,-0.17,0.13,
2842456,1,-0.96,-0.17,0.13,
2842457,1,-0.96,-0.17,0.13,
2842459,1,-0.96,-0.17,0.13,
2842461,1,-0.96,-0.18,0.13,
2842462,1,-0.96,-0.18,0.13,
2842464,1,-0.96,-0.18,0.13,
2842466,1,-0.96,-0.18,0.13,
2842467,1,-0.96,-0.18,0.13,
2842469,1,-0.96,-0.18,0.13,
2842471,1,-0.95,-0.18,0.13,
2842473,1,-0.95,-0.18,0.13,
2842474,1,-0.95,-0.18,0.13,
2842476,1,-0.95,-0.18,0.13,
2842477,1,-0.95,-0.18,0.13,
2842479,1,-0.95,-0.18,0.13,
2842481,1,-0.96,-0.17,0.13,
2842482,1,-0.96,-0.17,0.13,
2842484,1,-0.96,-0.17,0.13,
2842486,1,-0.96,-0.17,0.13,
2842487,1,-0.96,-0.17,0.13,
2842489,1,-0.95,-0.16,0.14,
2842491,1,-0.95,-0.16,0.14,
2842492,1,-0.95,-0.16,0.14,
2842494,1,-0.95,-0.16,0.14,
2842496,1,-0.95,-0.16,0.14,
2842498,1,-0.95,-0.16,0.14,
2842499,1,-0.95,-0.15,0.15,
2842501,1,-0.95,-0.15,0.15,
2842503,1,-0.95,-0.15,0.15,
2842504,1,-0.95,-0.15,0.15,
2842506,1,-0.95,-0.15,0.15,
2842508,0,-0.95,-0.15,0.15,
2842509,0,-0.95,-0.14,0.16,
2842511,0,-0.95,-0.14,0.16,
2842513,0,-0.95,-0.14,0.16,
2842514,0,-0.95,-0.14,0.16,
2842516,0,-0.95,-0.14,0.16,
2842518,0,-0.95,-0.14,0.16,
2842519,0,-0.94,-0.14,0.16,
2842521,0,-0.94,-0.14,0.16,
2842523,0,-0.94,-0.14,0.16,
2842524,0,-0.94,-0.14,0.16,
2842526,0,-0.94,-0.14,0.16,
2842528,0,-0.94,-0.14,0.16,
2842529,0,-0.94,-0.14,0.16,
2842531,0,-0.94,-0.14,0.16,
2842533,0,-0.94,-0.14,0.16,
2842534,0,-0.94,-0.14,0.16,
2842536,0,-0.94,-0.14,0.16,
2842538,0,-0.94,-0.15,0.17,
2842539,0,-0.95,-0.15,0.17,
2842541,0,-0.95,-0.15,0.17,
2842543,0,-0.95,-0.15,0.17,
2842544,0,-0.95,-0.15,0.17,
2842546,0,-0.95,-0.15,0.17,
2842548,0,-0.96,-0.16,0.16,
2842549,0,-0.96,-0.16,0.16,
2842551,0,-0.96,-0.16,0.16,
2842553,0,-0.96,-0.16,0.16,
2842554,0,-0.96,-0.16,0.16,
2842556,0,-0.96,-0.16,0.16,
2842558,0,-0.95,-0.17,0.15,
2842560,0,-0.95,-0.17,0.15,
2842561,0,-0.95,-0.17,0.15,
2842563,0,-0.95,-0.17,0.15,
2842565,0,-0.95,-0.17,0.15,
2842566,0,-0.95,-0.17,0.15,
2842568,0,-0.97,-0.19,0.14,
2842570,0,-0.97,-0.19,0.14,
2842571,0,-0.97,-0.19,0.14,
2842573,0,-0.97,-0.19,0.14,
2842575,0,-0.97,-0.19,0.14,
2842576,0,-0.97,-0.19,0.14,
2842578,0,-0.96,-0.19,0.13,
2842580,0,-0.96,-0.19,0.13,
2842581,0,-0.96,-0.19,0.13,
2842583,0,-0.96,-0.19,0.13,
2842585,0,-0.96,-0.19,0.13,
2842586,0,-0.96,-0.19,0.13,
2842588,0,-0.96,-0.17,0.11,
2842590,0,-0.96,-0.17,0.11,
2842591,0,-0.96,-0.17,0.11,
2842593,0,-0.96,-0.17,0.11,
2842595,0,-0.96,-0.17,0.11,
2842596,0,-0.96,-0.17,0.11,
2842598,0,-0.96,-0.17,0.11,
2842600,0,-0.96,-0.17,0.11,
2842601,0,-0.96,-0.17,0.11,
2842603,0,-0.96,-0.17,0.11,
2842605,0,-0.96,-0.17,0.11,
2842606,0,-0.96,-0.16,0.12,
2842608,0,-0.96,-0.16,0.12,
2842610,0,-0.96,-0.16,0.12,
2842611,0,-0.96,-0.16,0.12,
2842613,0,-0.96,-0.16,0.12,
2842615,0,-0.96,-0.16,0.12,
2842616,0,-0.95,-0.15,0.13,
2842618,0,-0.95,-0.15,0.13,
2842620,0,-0.95,-0.15,0.13,
2842622,0,-0.95,-0.15,0.13,
2842623,0,-0.95,-0.15,0.13,
2842625,0,-0.95,-0.15,0.13,
2842626,0,-0.95,-0.15,0.16,
2842628,0,-0.95,-0.15,0.16,
2842630,0,-0.95,-0.15,0.16,
2842631,0,-0.95,-0.15,0.16,
2842633,0,-0.95,-0.15,0.16,
2842635,0,-0.95,-0.15,0.16,
2842636,0,-0.95,-0.14,0.17,
2842638,0,-0.95,-0.14,0.17,
2842640,0,-0.95,-0.14,0.17,
2842641,0,-0.95,-0.14,0.17,
2842643,0,-0.95,-0.14,0.17,
2842645,0,-0.95,-0.14,0.17,
2842646,0,-0.95,-0.14,0.17,
2842648,0,-0.95,-0.14,0.17,
2842650,0,-0.95,-0.14,0.17,
2842651,0,-0.95,-0.14,0.17,
2842653,0,-0.95,-0.14,0.17,
2842655,0,-0.95,-0.14,0.17,
2842656,0,-0.95,-0.15,0.17,
2842658,0,-0.95,-0.15,0.17,
2842660,0,-0.95,-0.15,0.17,
2842661,0,-0.95,-0.15,0.17,
2842663,0,-0.95,-0.15,0.17,
2842665,0,-0.95,-0.16,0.16,
2842666,0,-0.96,-0.16,0.16,
2842668,0,-0.96,-0.16,0.16,
2842670,0,-0.96,-0.16,0.16,
2842671,0,-0.96,-0.16,0.16,
2842673,0,-0.96,-0.16,0.16,
2842675,0,-0.95,-0.16,0.14,
2842676,0,-0.95,-0.16,0.14,
2842678,0,-0.95,-0.16,0.14,
2842680,0,-0.95,-0.16,0.14,
2842681,0,-0.95,-0.16,0.14,
2842683,0,-0.95,-0.16,0.14,
2842685,0,-0.95,-0.16,0.13,
2842686,0,-0.95,-0.16,0.13,
2842688,0,-0.95,-0.16,0.13,
2842690,0,-0.95,-0.16,0.13,
2842692,0,-0.95,-0.16,0.13,
2842693,0,-0.95,-0.16,0.13,
2842695,0,-0.95,-0.16,0.12,
2842697,0,-0.95,-0.16,0.12,
2842698,0,-0.95,-0.16,0.12,
2842700,0,-0.95,-0.16,0.12,
2842702,0,-0.95,-0.16,0.12,
2842703,0,-0.95,-0.16,0.12,
2842705,0,-0.96,-0.15,0.12,
2842707,0,-0.96,-0.15,0.12,
2842708,0,-0.96,-0.15,0.12,
2842710,0,-0.96,-0.15,0.12,
