t,l,x,y,z,
2795788,1,-0.94,-0.19,0.06,
2795790,1,-0.94,-0.19,0.06,
2795792,1,-0.94,-0.19,0.06,
2795793,1,-0.94,-0.19,0.06,
2795795,1,-0.94,-0.19,0.06,
2795797,1,-0.96,-0.2,0.04,
2795798,1,-0.96,-0.2,0.04,
2795800,1,-0.96,-0.2,0.04,
2795802,1,-0.96,-0.2,0.04,
2795803,1,-0.96,-0.2,0.04,
2795805,1,-0.96,-0.2,0.04,
2795807,1,-0.96,-0.21,0.03,
2795808,1,-0.96,-0.21,0.03,
2795810,1,-0.96,-0.21,0.03,
2795812,1,-0.96,-0.21,0.03,
2795813,1,-0.96,-0.21,0.03,
2795815,1,-0.96,-0.21,0.03,
2795817,1,-0.96,-0.22,0.02,
2795818,1,-0.96,-0.22,0.02,
2795820,1,-0.96,-0.22,0.02,
2795822,1,-0.96,-0.22,0.02,
2795823,1,-0.96,-0.22,0.02,
2795825,1,-0.96,-0.22,0.02,
2795827,1,-0.95,-0.23,0.02,
2795828,1,-0.95,-0.23,0.02,
2795830,1,-0.95,-0.23,0.02,
2795832,1,-0.95,-0.23,0.02,
2795833,1,-0.95,-0.23,0.02,
2795835,1,-0.95,-0.23,0.01,
2795837,1,-0.96,-0.23,0.01,
2795838,1,-0.96,-0.23,0.01,
2795840,1,-0.96,-0.23,0.01,
2795842,1,-0.96,-0.23,0.01,
2795843,1,-0.96,-0.23,0.01,
2795845,1,-0.95,-0.22,0.02,
2795847,1,-0.95,-0.22,0.02,
2795848,1,-0.95,-0.22,0.02,
2795850,1,-0.95,-0.22,0.02,
2795852,1,-0.95,-0.22,0.02,
2795853,1,-0.95,-0.22,0.02,
2795855,1,-0.95,-0.2,0.03,
2795857,1,-0.95,-0.2,0.03,
2795859,1,-0.95,-0.2,0.03,
2795860,1,-0.95,-0.2,0.03,
2795862,1,-0.95,-0.2,0.03,
2795863,1,-0.95,-0.2,0.03,
2795865,1,-0.95,-0.2,0.05,
2795867,1,-0.95,-0.2,0.05,
2795868,1,-0.95,-0.2,0.05,
2795870,1,-0.95,-0.2,0.05,
2795872,1,-0.95,-0.2,0.05,
2795873,1,-0.95,-0.2,0.05,
2795875,1,-0.95,-0.2,0.06,
2795877,1,-0.95,-0.2,0.06,
2795878,1,-0.95,-0.2,0.06,
2795880,1,-0.95,-0.2,0.06,
2795882,1,-0.95,-0.2,0.06,
2795883,1,-0.95,-0.2,0.06,
2795885,1,-0.95,-0.21,0.06,
2795887,1,-0.95,-0.21,0.06,
2795888,1,-0.95,-0.21,0.06,
2795890,1,-0.95,-0.21,0.06,
2795892,1,-0.95,-0.21,0.06,
2795893,1,-0.95,-0.21,0.06,
2795895,1,-0.95,-0.21,0.05,
2795897,1,-0.95,-0.21,0.05,
2795898,1,-0.95,-0.21,0.05,
2795900,1,-0.95,-0.21,0.05,
2795902,1,-0.95,-0.21,0.05,
2795903,1,-0.95,-0.21,0.03,
2795905,1,-0.96,-0.22,0.03,
2795907,1,-0.96,-0.22,0.03,
2795908,1,-0.96,-0.22,0.03,
2795910,1,-0.96,-0.22,0.03,
2795912,1,-0.96,-0.22,0.03,
2795913,1,-0.96,-0.23,0.02,
2795915,1,-0.96,-0.23,0.02,
2795917,1,-0.96,-0.23,0.02,
2795918,1,-0.96,-0.23,0.02,
2795920,1,-0.96,-0.23,0.02,
2795922,1,-0.96,-0.23,0.02,
2795923,1,-0.95,-0.23,0.02,
2795925,1,-0.95,-0.23,0.02,
2795927,1,-0.95,-0.23,0.02,
2795928,1,-0.95,-0.23,0.02,
2795930,1,-0.95,-0.23,0.02,
2795932,1,-0.95,-0.23,0.02,
2795933,1,-0.96,-0.23,0.03,
2795935,1,-0.96,-0.23,0.03,
2795937,1,-0.96,-0.23,0.03,
2795938,1,-0.96,-0.23,0.03,
2795940,1,-0.96,-0.23,0.03,
2795942,1,-0.96,-0.23,0.03,
2795943,1,-0.95,-0.22,0.03,
2795945,1,-0.95,-0.22,0.03,
2795947,1,-0.95,-0.22,0.03,
2795948,1,-0.95,-0.22,0.03,
2795950,1,-0.95,-0.22,0.03,
2795952,1,-0.95,-0.22,0.03,
2795953,1,-0.96,-0.22,0.05,
2795955,1,-0.96,-0.22,0.05,
2795957,1,-0.96,-0.22,0.05,
2795958,1,-0.96,-0.22,0.05,
2795960,1,-0.96,-0.22,0.05,
2795962,1,-0.96,-0.22,0.05,
2795963,1,-0.95,-0.2,0.05,
2795965,1,-0.95,-0.2,0.05,
2795967,1,-0.95,-0.2,0.05,
2795968,1,-0.95,-0.2,0.05,
2795970,1,-0.95,-0.2,0.05,
2795972,1,-0.95,-0.2,0.05,
2795973,1,-0.95,-0.19,0.05,
2795975,1,-0.95,-0.19,0.05,
2795977,1,-0.95,-0.19,0.05,
2795978,1,-0.95,-0.19,0.05,
2795980,1,-0.95,-0.19,0.05,
2795982,1,-0.95,-0.19,0.04,
2795983,1,-0.95,-0.19,0.04,
2795985,1,-0.95,-0.19,0.04,
2795987,1,-0.95,-0.19,0.04,
2795988,1,-0.95,-0.19,0.04,
2795990,1,-0.95,-0.19,0.04,
2795992,1,-0.95,-0.19,0.03,
2795993,1,-0.95,-0.19,0.03,
2795995,1,-0.95,-0.19,0.03,
2795997,1,-0.95,-0.19,0.03,
2795999,1,-0.95,-0.19,0.03,
2796000,1,-0.95,-0.19,0.03,
2796002,1,-0.95,-0.2,0.03,
2796004,1,-0.95,-0.2,0.03,
2796005,1,-0.95,-0.2,0.03,
2796007,1,-0.95,-0.2,0.03,
2796008,1,-0.95,-0.2,0.03,
2796010,1,-0.95,-0.2,0.03,
2796012,1,-0.96,-0.21,0.04,
2796013,1,-0.96,-0.21,0.04,
2796015,1,-0.96,-0.21,0.04,
2796017,1,-0.96,-0.21,0.04,
2796018,1,-0.96,-0.21,0.04,
2796020,1,-0.96,-0.21,0.04,
2796022,1,-0.95,-0.21,0.04,
2796023,1,-0.95,-0.21,0.04,
2796025,1,-0.95,-0.21,0.04,
2796027,1,-0.95,-0.21,0.04,
2796028,1,-0.95,-0.21,0.04,
2796030,1,-0.95,-0.21,0.04,
2796032,1,-0.95,-0.21,0.04,
2796034,1,-0.95,-0.21,0.04,
2796035,1,-0.95,-0.21,0.04,
2796037,1,-0.95,-0.21,0.04,
2796038,1,-0.95,-0.21,0.04,
2796040,1,-0.95,-0.21,0.04,
2796042,1,-0.96,-0.21,0.04,
2796043,1,-0.96,-0.21,0.04,
2796045,1,-0.96,-0.21,0.04,
2796047,1,-0.96,-0.21,0.04,
2796048,1,-0.96,-0.21,0.04,
2796050,1,-0.96,-0.2,0.03,
2796052,1,-0.95,-0.2,0.03,
2796053,1,-0.95,-0.2,0.03,
2796055,1,-0.95,-0.2,0.03,
2796057,1,-0.95,-0.2,0.03,
2796058,1,-0.95,-0.2,0.03,
2796060,1,-0.95,-0.19,0.03,
2796062,1,-0.95,-0.19,0.03,
2796063,1,-0.95,-0.19,0.03,
2796065,1,-0.95,-0.19,0.03,
2796067,1,-0.95,-0.19,0.03,
2796068,1,-0.95,-0.19,0.03,
2796070,1,-0.95,-0.19,0.03,
2796072,1,-0.95,-0.19,0.03,
2796073,1,-0.95,-0.19,0.03,
2796075,1,-0.95,-0.19,0.03,
2796077,1,-0.95,-0.19,0.03,
2796078,1,-0.95,-0.19,0.03,
2796080,1,-0.95,-0.2,0.03,
2796082,1,-0.95,-0.2,0.03,
2796083,1,-0.95,-0.2,0.03,
2796085,1,-0.95,-0.2,0.03,
2796087,1,-0.95,-0.2,0.03,
2796088,1,-0.95,-0.2,0.03,
2796090,1,-0.96,-0.22,0.03,
2796092,1,-0.96,-0.22,0.03,
2796093,1,-0.96,-0.22,0.03,
2796095,1,-0.96,-0.22,0.03,
2796097,1,-0.96,-0.22,0.03,
2796098,1,-0.96,-0.22,0.03,
2796100,1,-0.96,-0.24,0.04,
2796102,1,-0.96,-0.24,0.04,
2796103,1,-0.96,-0.24,0.04,
2796105,1,-0.96,-0.24,0.04,
2796107,1,-0.96,-0.24,0.04,
2796108,1,-0.96,-0.24,0.04,
2796110,1,-0.96,-0.23,0.04,
2796112,1,-0.96,-0.23,0.04,
2796113,1,-0.96,-0.23,0.04,
2796115,1,-0.96,-0.23,0.04,
2796117,1,-0.96,-0.23,0.04,
2796118,1,-0.96,-0.23,0.04,
2796120,1,-0.96,-0.21,0.04,
2796122,1,-0.96,-0.21,0.04,
2796123,1,-0.96,-0.21,0.04,
2796125,1,-0.96,-0.21,0.04,
2796127,1,-0.96,-0.21,0.04,
2796128,1,-0.96,-0.21,0.04,
2796130,1,-0.95,-0.21,0.04,
2796132,1,-0.95,-0.21,0.04,
2796133,1,-0.95,-0.21,0.04,
2796135,1,-0.95,-0.21,0.04,
2796136,1,-0.95,-0.21,0.04,
2796138,1,-0.95,-0.19,0.04,
2796140,1,-0.95,-0.19,0.04,
2796141,1,-0.95,-0.19,0.04,
2796143,1,-0.95,-0.19,0.04,
2796145,1,-0.95,-0.19,0.04,
2796146,1,-0.95,-0.19,0.04,
2796148,1,-0.95,-0.18,0.04,
2796150,1,-0.95,-0.18,0.04,
2796151,1,-0.95,-0.18,0.04,
2796153,1,-0.95,-0.18,0.04,
2796155,1,-0.95,-0.18,0.04,
2796156,1,-0.95,-0.18,0.04,
2796158,1,-0.95,-0.19,0.02,
2796160,1,-0.95,-0.19,0.02,
2796161,1,-0.95,-0.19,0.02,
2796163,1,-0.95,-0.19,0.02,
2796165,1,-0.95,-0.19,0.02,
2796166,1,-0.95,-0.19,0.02,
2796168,1,-0.95,-0.19,0.02,
2796170,1,-0.95,-0.19,0.02,
2796172,1,-0.95,-0.19,0.02,
2796173,1,-0.95,-0.19,0.02,
2796175,1,-0.95,-0.19,0.02,
2796176,1,-0.95,-0.19,0.02,
2796178,1,-0.96,-0.21,0.04,
2796180,1,-0.96,-0.21,0.04,
2796181,1,-0.96,-0.21,0.04,
2796183,1,-0.96,-0.21,0.04,
2796185,1,-0.96,-0.21,0.04,
2796186,1,-0.96,-0.21,0.04,
2796188,1,-0.96,-0.22,0.03,
2796190,1,-0.96,-0.22,0.03,
2796191,1,-0.96,-0.22,0.03,
2796193,1,-0.96,-0.22,0.03,
2796195,1,-0.96,-0.22,0.03,
2796196,1,-0.96,-0.22,0.03,
2796198,1,-0.95,-0.21,0.02,
2796200,1,-0.95,-0.21,0.02,
2796201,1,-0.95,-0.21,0.02,
2796203,1,-0.95,-0.21,0.02,
2796205,1,-0.95,-0.21,0.02,
2796206,1,-0.95,-0.21,0.02,
2796208,1,-0.95,-0.22,0.02,
2796210,1,-0.95,-0.22,0.02,
2796211,1,-0.95,-0.22,0.02,
2796213,1,-0.95,-0.22,0.02,
2796215,1,-0.95,-0.22,0.02,
2796216,1,-0.96,-0.21,0.03,
2796218,1,-0.96,-0.21,0.03,
2796220,1,-0.96,-0.21,0.03,
2796221,1,-0.96,-0.21,0.03,
2796223,1,-0.96,-0.21,0.03,
2796225,1,-0.96,-0.21,0.03,
2796226,1,-0.95,-0.21,0.03,
2796228,1,-0.95,-0.21,0.03,
2796230,1,-0.95,-0.21,0.03,
2796231,1,-0.95,-0.21,0.03,
2796233,1,-0.95,-0.21,0.03,
2796235,1,-0.95,-0.21,0.03,
2796236,1,-0.96,-0.21,0.05,
2796238,1,-0.96,-0.21,0.05,
2796240,1,-0.96,-0.21,0.05,
2796241,1,-0.96,-0.21,0.05,
2796243,1,-0.96,-0.21,0.05,
2796245,1,-0.96,-0.21,0.05,
2796246,1,-0.95,-0.2,0.05,
2796248,1,-0.95,-0.2,0.05,
2796250,1,-0.95,-0.2,0.05,
2796251,1,-0.95,-0.2,0.05,
2796253,1,-0.95,-0.2,0.05,
2796254,1,-0.95,-0.2,0.05,
2796256,1,-0.95,-0.2,0.05,
2796258,1,-0.95,-0.2,0.05,
2796259,1,-0.95,-0.2,0.05,
2796261,1,-0.95,-0.2,0.05,
2796263,1,-0.95,-0.2,0.05,
2796264,1,-0.95,-0.2,0.05,
2796266,1,-0.95,-0.2,0.04,
2796268,1,-0.95,-0.2,0.04,
2796269,1,-0.95,-0.2,0.04,
2796271,1,-0.95,-0.2,0.04,
2796273,1,-0.95,-0.2,0.04,
2796274,1,-0.95,-0.2,0.04,
2796276,1,-0.95,-0.21,0.02,
2796278,1,-0.95,-0.21,0.02,
2796279,1,-0.95,-0.21,0.02,
2796281,1,-0.95,-0.21,0.02,
2796283,1,-0.95,-0.21,0.02,
2796284,1,-0.95,-0.21,0.02,
2796286,1,-0.95,-0.2,0.02,
2796288,1,-0.95,-0.2,0.02,
2796289,1,-0.95,-0.2,0.02,
2796291,1,-0.95,-0.2,0.02,
2796293,1,-0.95,-0.2,0.02,
2796294,1,-0.95,-0.2,0.02,
2796296,1,-0.96,-0.21,0.02,
2796298,1,-0.96,-0.21,0.02,
2796299,1,-0.96,-0.21,0.02,
2796301,1,-0.96,-0.21,0.02,
2796303,1,-0.96,-0.21,0.02,
2796304,1,-0.96,-0.21,0.02,
2796306,1,-0.95,-0.21,0.02,
2796308,1,-0.95,-0.21,0.02,
2796309,1,-0.95,-0.21,0.02,
2796311,1,-0.95,-0.21,0.02,
2796312,1,-0.95,-0.21,0.02,
2796314,1,-0.96,-0.21,0.02,
2796316,1,-0.96,-0.21,0.02,
2796317,1,-0.96,-0.21,0.02,
2796319,1,-0.96,-0.21,0.02,
2796321,1,-0.96,-0.21,0.02,
2796322,1,-0.96,-0.21,0.02,
2796324,1,-0.95,-0.21,0.03,
2796326,1,-0.95,-0.21,0.03,
2796327,1,-0.95,-0.21,0.03,
2796329,1,-0.95,-0.21,0.03,
2796331,1,-0.95,-0.21,0.03,
2796332,1,-0.95,-0.21,0.03,
2796334,1,-0.96,-0.2,0.03,
2796336,1,-0.96,-0.2,0.03,
2796337,1,-0.96,-0.2,0.03,
2796339,1,-0.96,-0.2,0.03,
2796341,1,-0.96,-0.2,0.03,
2796342,1,-0.96,-0.2,0.03,
2796344,1,-0.95,-0.2,0.03,
2796346,1,-0.95,-0.2,0.03,
2796347,1,-0.95,-0.2,0.03,
2796349,1,-0.95,-0.2,0.03,
2796351,1,-0.95,-0.2,0.03,
2796352,1,-0.95,-0.2,0.03,
2796354,1,-0.95,-0.2,0.04,
2796356,1,-0.95,-0.2,0.04,
2796357,1,-0.95,-0.2,0.04,
2796359,1,-0.95,-0.2,0.04,
2796361,1,-0.95,-0.2,0.04,
2796362,1,-0.95,-0.2,0.04,
2796364,1,-0.96,-0.19,0.04,
2796366,1,-0.96,-0.19,0.04,
2796367,1,-0.96,-0.19,0.04,
2796369,1,-0.96,-0.19,0.04,
2796371,1,-0.96,-0.19,0.04,
2796372,1,-0.96,-0.2,0.03,
2796374,1,-0.96,-0.2,0.03,
2796376,1,-0.96,-0.2,0.03,
2796377,1,-0.96,-0.2,0.03,
2796379,1,-0.96,-0.2,0.03,
2796381,1,-0.96,-0.2,0.03,
2796382,1,-0.95,-0.2,0.03,
2796384,1,-0.95,-0.2,0.03,
2796386,1,-0.95,-0.2,0.03,
2796387,1,-0.95,-0.2,0.03,
2796389,1,-0.95,-0.2,0.03,
2796391,1,-0.95,-0.2,0.03,
2796392,1,-0.96,-0.21,0.04,
2796394,1,-0.96,-0.21,0.04,
2796396,1,-0.96,-0.21,0.04,
2796397,1,-0.96,-0.21,0.04,
2796399,1,-0.96,-0.21,0.04,
2796401,1,-0.96,-0.21,0.04,
2796402,1,-0.96,-0.21,0.03,
2796404,1,-0.96,-0.21,0.03,
2796406,1,-0.96,-0.21,0.03,
2796407,1,-0.96,-0.21,0.03,
2796409,1,-0.96,-0.21,0.03,
2796411,1,-0.96,-0.21,0.03,
2796412,1,-0.96,-0.21,0.02,
2796414,1,-0.96,-0.21,0.02,
2796416,1,-0.96,-0.21,0.02,
2796417,1,-0.96,-0.21,0.02,
2796419,1,-0.96,-0.21,0.02,
2796421,1,-0.96,-0.21,0.02,
2796422,1,-0.96,-0.21,0.02,
2796424,1,-0.96,-0.21,0.02,
2796426,1,-0.96,-0.21,0.02,
2796427,1,-0.96,-0.21,0.02,
2796429,1,-0.96,-0.21,0.02,
2796431,1,-0.96,-0.21,0.02,
2796433,1,-0.96,-0.21,0.02,
2796434,1,-0.96,-0.21,0.02,
2796436,1,-0.96,-0.21,0.02,
2796437,1,-0.96,-0.21,0.02,
2796439,1,-0.96,-0.21,0.02,
2796441,1,-0.96,-0.21,0.02,
2796442,1,-0.95,-0.21,0.02,
2796444,1,-0.95,-0.21,0.02,
2796446,1,-0.95,-0.21,0.02,
2796447,1,-0.95,-0.21,0.02,
2796449,1,-0.95,-0.21,0.02,
2796451,1,-0.95,-0.21,0.02,
2796452,1,-0.95,-0.21,0.02,
2796454,1,-0.95,-0.21,0.02,
2796456,1,-0.95,-0.21,0.02,
2796457,1,-0.95,-0.21,0.02,
2796459,1,-0.95,-0.21,0.02,
2796461,1,-0.95,-0.2,0.02,
2796462,1,-0.95,-0.2,0.02,
2796464,1,-0.95,-0.2,0.02,
2796466,1,-0.95,-0.2,0.02,
2796467,1,-0.95,-0.2,0.02,
2796469,1,-0.95,-0.2,0.02,
2796471,1,-0.95,-0.2,0.03,
2796472,1,-0.95,-0.2,0.03,
2796474,1,-0.95,-0.2,0.03,
2796476,1,-0.95,-0.2,0.03,
2796477,1,-0.95,-0.2,0.03,
2796479,1,-0.95,-0.2,0.03,
2796480,1,-0.96,-0.2,0.04,
2796482,1,-0.96,-0.2,0.04,
2796484,1,-0.96,-0.2,0.04,
2796485,1,-0.96,-0.2,0.04,
2796487,1,-0.96,-0.2,0.04,
2796489,1,-0.96,-0.2,0.04,
2796490,1,-0.95,-0.2,0.05,
2796492,1,-0.95,-0.2,0.05,
2796494,1,-0.95,-0.2,0.05,
2796495,1,-0.95,-0.2,0.05,
2796497,1,-0.95,-0.2,0.05,
2796499,1,-0.95,-0.2,0.05,
2796500,1,-0.95,-0.2,0.04,
2796502,1,-0.95,-0.2,0.04,
2796504,1,-0.95,-0.2,0.04,
2796505,1,-0.95,-0.2,0.04,
2796507,1,-0.95,-0.2,0.04,
2796509,1,-0.95,-0.2,0.04,
2796510,1,-0.96,-0.21,0.04,
2796512,1,-0.96,-0.21,0.04,
2796514,1,-0.96,-0.21,0.04,
2796515,1,-0.96,-0.21,0.04,
2796517,1,-0.96,-0.21,0.04,
2796518,1,-0.96,-0.21,0.04,
2796520,1,-0.95,-0.21,0.03,
2796522,1,-0.95,-0.21,0.03,
2796523,1,-0.95,-0.21,0.03,
2796525,1,-0.95,-0.21,0.03,
2796527,1,-0.95,-0.21,0.03,
2796528,1,-0.95,-0.21,0.03,
2796530,1,-0.96,-0.21,0.03,
2796532,1,-0.96,-0.21,0.03,
2796533,1,-0.96,-0.21,0.03,
2796535,1,-0.96,-0.21,0.03,
2796537,1,-0.96,-0.21,0.03,
2796538,1,-0.96,-0.2,0.02,
2796540,1,-0.95,-0.2,0.02,
2796542,1,-0.95,-0.2,0.02,
2796543,1,-0.95,-0.2,0.02,
2796545,1,-0.95,-0.2,0.02,
2796547,1,-0.95,-0.2,0.02,
2796548,1,-0.96,-0.2,0.01,
2796550,1,-0.96,-0.2,0.01,
2796552,1,-0.96,-0.2,0.01,
2796553,1,-0.96,-0.2,0.01,
2796555,1,-0.96,-0.2,0.01,
2796557,1,-0.96,-0.2,0.01,
2796558,1,-0.95,-0.2,0.02,
2796560,1,-0.95,-0.2,0.02,
2796562,1,-0.95,-0.2,0.02,
2796563,1,-0.95,-0.2,0.02,
2796565,1,-0.95,-0.2,0.02,
2796567,1,-0.95,-0.2,0.02,
2796568,1,-0.96,-0.2,0.03,
2796570,1,-0.96,-0.2,0.03,
2796572,1,-0.96,-0.2,0.03,
2796573,1,-0.96,-0.2,0.03,
2796575,1,-0.96,-0.2,0.03,
2796577,1,-0.96,-0.2,0.03,
2796578,1,-0.95,-0.19,0.04,
2796580,1,-0.95,-0.19,0.04,
2796582,1,-0.95,-0.19,0.04,
2796583,1,-0.95,-0.19,0.04,
2796585,1,-0.95,-0.19,0.04,
2796587,1,-0.95,-0.19,0.04,
2796588,1,-0.95,-0.19,0.04,
2796590,1,-0.95,-0.19,0.04,
2796592,1,-0.95,-0.19,0.04,
2796593,1,-0.95,-0.19,0.04,
2796595,1,-0.95,-0.19,0.04,
2796597,1,-0.95,-0.19,0.04,
2796598,1,-0.96,-0.2,0.04,
2796600,1,-0.96,-0.2,0.04,
2796602,1,-0.96,-0.2,0.04,
2796603,1,-0.96,-0.2,0.04,
2796605,1,-0.96,-0.2,0.04,
2796607,1,-0.96,-0.2,0.03,
2796608,1,-0.96,-0.21,0.03,
2796610,1,-0.96,-0.21,0.03,
2796612,1,-0.96,-0.21,0.03,
2796613,1,-0.96,-0.21,0.03,
2796615,1,-0.96,-0.21,0.03,
2796617,1,-0.96,-0.21,0.02,
2796618,1,-0.95,-0.21,0.02,
2796620,1,-0.95,-0.21,0.02,
2796622,1,-0.95,-0.21,0.02,
2796623,1,-0.95,-0.21,0.02,
2796625,1,-0.95,-0.21,0.02,
2796627,1,-0.95,-0.21,0.02,
2796628,1,-0.95,-0.21,0.02,
2796630,1,-0.95,-0.21,0.02,
2796632,1,-0.95,-0.21,0.02,
2796633,1,-0.95,-0.21,0.02,
2796635,1,-0.95,-0.21,0.02,
2796637,1,-0.95,-0.21,0.02,
2796638,1,-0.95,-0.21,0.02,
2796640,1,-0.95,-0.21,0.02,
2796642,1,-0.95,-0.21,0.02,
2796643,1,-0.95,-0.21,0.02,
2796645,1,-0.95,-0.21,0.02,
2796647,1,-0.95,-0.21,0.02,
2796648,1,-0.95,-0.21,0.02,
2796650,1,-0.95,-0.21,0.02,
2796652,1,-0.95,-0.21,0.02,
2796653,1,-0.95,-0.21,0.02,
2796655,1,-0.95,-0.21,0.02,
2796657,1,-0.95,-0.2,0.02,
2796658,1,-0.95,-0.2,0.02,
2796660,1,-0.95,-0.2,0.02,
2796662,1,-0.95,-0.2,0.02,
2796663,1,-0.95,-0.2,0.02,
2796665,1,-0.95,-0.2,0.02,
2796667,1,-0.95,-0.2,0.02,
2796668,1,-0.95,-0.2,0.02,
2796670,1,-0.95,-0.2,0.02,
2796672,1,-0.95,-0.2,0.02,
2796673,1,-0.95,-0.2,0.02,
2796675,1,-0.95,-0.2,0.03,
2796677,1,-0.95,-0.2,0.03,
2796678,1,-0.95,-0.2,0.03,
2796680,1,-0.95,-0.2,0.03,
2796682,1,-0.95,-0.2,0.03,
2796683,1,-0.95,-0.2,0.03,
2796685,1,-0.95,-0.19,0.05,
2796687,1,-0.95,-0.19,0.05,
2796688,1,-0.95,-0.19,0.05,
2796690,1,-0.95,-0.19,0.05,
2796692,1,-0.95,-0.19,0.05,
2796693,1,-0.95,-0.19,0.05,
2796695,1,-0.96,-0.2,0.05,
2796697,1,-0.96,-0.2,0.05,
2796698,1,-0.96,-0.2,0.05,
2796700,1,-0.96,-0.2,0.05,
2796702,1,-0.96,-0.2,0.05,
2796703,1,-0.96,-0.2,0.05,
2796705,1,-0.96,-0.2,0.03,
2796707,1,-0.96,-0.2,0.03,
2796708,1,-0.96,-0.2,0.03,
2796710,1,-0.96,-0.2,0.03,
2796712,1,-0.96,-0.2,0.03,
2796713,1,-0.96,-0.2,0.03,
2796715,1,-0.95,-0.21,0.02,
2796716,1,-0.95,-0.21,0.02,
2796718,1,-0.95,-0.21,0.02,
2796720,0,-0.95,-0.21,0.02,
2796721,0,-0.95,-0.21,0.02,
2796723,0,-0.95,-0.21,0.02,
2796725,0,-0.95,-0.21,0.01,
2796726,0,-0.95,-0.21,0.01,
2796728,0,-0.95,-0.21,0.01,
2796730,0,-0.95,-0.21,0.01,
2796731,0,-0.95,-0.21,0.01,
2796733,0,-0.95,-0.21,0.01,
2796735,0,-0.96,-0.2,0,
2796736,0,-0.96,-0.2,0,
2796738,0,-0.96,-0.2,0,
2796740,0,-0.96,-0.2,0,
2796741,0,-0.96,-0.2,0,
2796743,0,-0.96,-0.2,0,
2796745,0,-0.96,-0.21,0.01,
2796746,0,-0.96,-0.21,0.01,
2796748,0,-0.96,-0.21,0.01,
2796750,0,-0.96,-0.21,0.01,
2796751,0,-0.96,-0.21,0.01,
2796753,0,-0.96,-0.21,0.01,
2796755,0,-0.95,-0.2,0.02,
2796756,0,-0.95,-0.2,0.02,
2796758,0,-0.95,-0.2,0.02,
2796760,0,-0.95,-0.2,0.02,
2796761,0,-0.95,-0.2,0.02,
2796763,0,-0.95,-0.2,0.03,
2796765,0,-0.96,-0.2,0.03,
2796766,0,-0.96,-0.2,0.03,
2796768,0,-0.96,-0.2,0.03,
2796770,0,-0.96,-0.2,0.03,
2796771,0,-0.96,-0.2,0.03,
2796773,0,-0.95,-0.2,0.03,
2796775,0,-0.95,-0.2,0.03,
2796776,0,-0.95,-0.2,0.03,
2796778,0,-0.95,-0.2,0.03,
2796780,0,-0.95,-0.2,0.03,
2796781,0,-0.95,-0.2,0.03,
2796783,0,-0.95,-0.2,0.03,
2796785,0,-0.95,-0.2,0.03,
2796786,0,-0.95,-0.2,0.03,
2796788,0,-0.95,-0.2,0.03,
2796790,0,-0.95,-0.2,0.03,
2796791,0,-0.95,-0.2,0.03,
2796793,0,-0.95,-0.21,0.02,
2796795,0,-0.95,-0.21,0.02,
2796796,0,-0.95,-0.21,0.02,
2796798,0,-0.95,-0.21,0.02,
2796800,0,-0.95,-0.21,0.02,
2796801,0,-0.95,-0.21,0.02,
2796803,0,-0.95,-0.21,0.02,
2796805,0,-0.95,-0.21,0.02,
2796806,0,-0.95,-0.21,0.02,
2796808,0,-0.95,-0.21,0.02,
2796810,0,-0.95,-0.21,0.02,
2796811,0,-0.95,-0.21,0.02,
2796813,0,-0.95,-0.21,0.02,
2796815,0,-0.95,-0.21,0.02,
2796816,0,-0.95,-0.21,0.02,
2796818,0,-0.95,-0.21,0.02,
2796819,0,-0.95,-0.21,0.02,
2796821,0,-0.95,-0.21,0.02,
2796823,0,-0.96,-0.22,0.02,
2796824,0,-0.96,-0.22,0.02,
2796826,0,-0.96,-0.22,0.02,
2796828,0,-0.96,-0.22,0.02,
2796829,0,-0.96,-0.22,0.02,
2796831,0,-0.96,-0.22,0.02,
2796833,0,-0.96,-0.21,0.03,
2796834,0,-0.96,-0.21,0.03,
2796836,0,-0.96,-0.21,0.03,
2796838,0,-0.96,-0.21,0.03,
2796839,0,-0.96,-0.21,0.03,
2796841,0,-0.96,-0.21,0.03,
2796843,0,-0.96,-0.21,0.02,
2796844,0,-0.96,-0.21,0.02,
2796846,0,-0.96,-0.21,0.02,
2796848,0,-0.96,-0.21,0.02,
2796849,0,-0.96,-0.21,0.02,
2796851,0,-0.96,-0.21,0.02,
2796853,0,-0.96,-0.2,0.02,
2796854,0,-0.96,-0.2,0.02,
2796856,0,-0.96,-0.2,0.02,
2796858,0,-0.96,-0.2,0.02,
2796859,0,-0.96,-0.2,0.02,
2796861,0,-0.95,-0.2,0.02,
2796863,0,-0.95,-0.2,0.02,
2796864,0,-0.95,-0.2,0.02,
2796866,0,-0.95,-0.2,0.02,
2796868,0,-0.95,-0.2,0.02,
2796869,0,-0.95,-0.2,0.02,
2796871,0,-0.95,-0.2,0.03,
2796873,0,-0.95,-0.2,0.03,
2796874,0,-0.95,-0.2,0.03,
2796876,0,-0.95,-0.2,0.03,
2796878,0,-0.95,-0.2,0.03,
2796879,0,-0.95,-0.2,0.03,
2796881,0,-0.95,-0.2,0.03,
2796883,0,-0.95,-0.2,0.03,
2796884,0,-0.95,-0.2,0.03,
2796886,0,-0.95,-0.2,0.03,
2796888,0,-0.95,-0.2,0.03,
2796889,0,-0.95,-0.2,0.03,
2796891,0,-0.96,-0.2,0.03,
2796893,0,-0.96,-0.2,0.03,
2796894,0,-0.96,-0.2,0.03,
