Accuracy,Precision,Sensitivity,Specificity,F1
0.6142405651608106,0.6219092333508665,0.6257767324460761,0.6865534648921524,0.6129383394823544
0.604089219330855,0.5619071991073694,0.5614332993517485,0.7010250569476082,0.561650002119185
0.6255115961800819,0.6022628684510536,0.6107871969227375,0.6570098292809105,0.6024621804285106
0.6763167725065372,0.6759147867043185,0.6755799905225559,0.6972543352601156,0.6756704853277181
0.6251876876876877,0.6235431843187969,0.6310849706667687,0.6556324110671937,0.6190368844424958
